GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Air Fuel Ratio(Commanded)(:1),Alcohol Fuel Percentage(%),Android device Battery Level(%),Average trip speed(whilst stopped or moving)(km/h),Barometer (on Android device)(mb),Barometric pressure (from vehicle)(psi),Catalyst Temperature (Bank 1 Sensor 1)(°C),Commanded Equivalence Ratio(lambda),Distance to empty (Estimated)(km),Distance travelled since codes cleared(km),Distance travelled with MIL/CEL lit(km),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine Load(Absolute)(%),Engine RPM(rpm),Ethanol Fuel %(%),Fuel cost (trip)(cost),Fuel flow rate/hour(l/hr),Fuel Level (From Engine ECU)(%),Fuel Trim Bank 1 Long Term(%),Fuel Trim Bank 1 Short Term(%),Fuel trim Bank 1 Sensor 1(%),Fuel trim Bank 1 Sensor 2(%),Fuel used (trip)(l),GPS Accuracy(m),GPS Altitude(m),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Mass Air Flow Rate(g/s),Miles Per Gallon(Instant)(mpg),Miles Per Gallon(Long Term Average)(mpg),O2 Bank 1 Sensor 1 Voltage(V),O2 Bank 1 Sensor 2 Voltage(V),Relative Throttle Position(%),Run time since engine start(s),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Timing Advance(°),Torque(Nm),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Trip Distance(km),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(psi),Voltage (Control Module)(V),Voltage (OBD Adapter)(V),Volumetric Efficiency (Calculated)(%)
Mon Sep 26 06:53:03 GMT-03:00 2022,26-Sep-2022 06:53:04.421,-35.204153721238725,-5.79368970270205,0.13682550191879272,6.0,18.096571118639634,111.16638946533203,-0.61,5.68,8.19,0.02,13.33,0,-0.03,0.03,-0.03,14.9,7.45,14.7,19.61,92,19.19,1013.53,14.65,662.8,1,363.15,225,0,85,-,38.82,30.98,798,19.61,36.77,1.43,50.98,-5.47,2.34,2.34,-,0.63,6,18.1,111.17,-5.79,-35.2,23,2.14,-,36,2.8,11.12,8.99,3.91,7.91,31.41,0.15,0.83,3.53,1161,0.49,0,13.73,4.5,-,11.12,8.99,31.41,4.85,1030.39,747.62,282.78,-10.8,14.16,14.4,26
Mon Sep 26 06:53:04 GMT-03:00 2022,26-Sep-2022 06:53:05.422,-35.204153721238725,-5.79368970270205,0.18651026487350464,6.0,18.208204537767937,111.17191314697266,-0.69,5.63,8.01,-0,13.33,0.01,-0.02,0.03,-0.01,14.9,7.45,14.7,19.61,92,19.17,1013.52,14.65,662.8,1,362.82,225,0,85,-,38.43,30.2,794.5,19.61,36.79,1.38,50.98,-5.47,3.12,3.12,-,0.63,6,18.21,111.17,-5.79,-35.2,22,0.49,-,36,0,11.12,8.99,3.77,0,31.41,0.82,0.82,3.53,1162,0.67,0,13.73,3.5,-,11.12,8.99,31.41,4.85,1031.39,747.62,283.78,-10.07,14.16,14.4,27
Mon Sep 26 06:53:05 GMT-03:00 2022,26-Sep-2022 06:53:06.419,-35.204153721238725,-5.79368970270205,0.038365688174963,6.0,18.249458451638013,111.187255859375,-0.68,5.89,7.91,0.01,13.33,0,-0.02,0.06,-0.04,14.9,7.45,14.7,19.61,92,19.15,1013.54,14.65,662.8,1,357.2,225,0,85,-,38.04,30.98,797,19.61,36.83,1.41,50.2,-5.47,0,0,-,0.64,6,18.25,111.19,-5.79,-35.2,20,0.67,-,36,0,11.12,8.99,3.86,0,31.41,0.79,0.81,3.53,1164,0.14,0,13.73,3.5,-,11.12,8.99,31.41,4.85,1032.42,747.62,284.81,-9.96,14.14,14.5,29
Mon Sep 26 06:53:06 GMT-03:00 2022,26-Sep-2022 06:53:07.418,-35.204153721238725,-5.79368970270205,0.09331469237804413,6.0,18.458767437572448,111.21600341796875,-0.44,6.59,7.52,0.02,16.08,0,-0.02,0.13,-0.1,21.96,11.37,14.7,19.61,92,19.12,1013.51,14.65,659.1,1,357.2,225,0,85,-,39.22,34.12,776,19.61,36.83,1.41,50.2,-5.47,-3.12,-0.78,-,0.64,6,18.46,111.22,-5.79,-35.2,18,0.14,-,36,0,11.12,8.99,3.86,0,31.41,0.23,0.81,5.88,1164,0.34,0,13.33,0,-,11.12,8.99,31.41,4.85,1033.4,747.62,285.79,-9.96,14.2,14.5,29
Mon Sep 26 06:53:07 GMT-03:00 2022,26-Sep-2022 06:53:08.417,-35.20414359298023,-5.793695905745335,0.7961165308952332,6.0,18.500876388820195,111.31061553955078,-0.55,6.4,7.71,0.02,15.29,0.02,-0.04,0.11,-0.06,23.53,12.16,14.7,19.61,92,19.1,1013.5,14.65,659.1,1,348.8,225,0,85,0.44,36.86,34.51,1210.5,19.61,36.88,2.12,49.02,-4.69,3.91,2.34,-,0.64,6,18.5,111.31,-5.79,-35.2,19,0.13,0.59,36,0,11.12,8.99,5.8,0,31.4,0.72,0.81,5.1,1165,2.87,3,14.9,20,3.45,11.12,8.99,31.4,4.85,1034.41,748.25,286.16,-7.41,14.16,14.5,34
Mon Sep 26 06:53:08 GMT-03:00 2022,26-Sep-2022 06:53:09.417,-35.204131493985315,-5.793701579828659,1.1645429134368896,6.0,18.519528121318622,111.5306167602539,-0.58,5.71,8.11,0.01,12.94,-0.02,-0.03,0.01,-0.05,14.9,12.16,14.7,19.61,92,19.09,1013.55,14.65,659.1,1,348.78,225,0,85,0.44,38.04,34.51,1283,19.61,36.91,2.4,49.02,-4.69,-2.34,-3.12,-,0.64,6,18.52,111.53,-5.79,-35.2,19,0.81,0.59,36,1.25,11.11,9,6.58,3.52,31.37,0.75,0.81,2.75,1166,4.19,5,14.9,1.5,3.45,11.11,9,31.37,4.85,1035.43,749.26,286.16,-9.39,14.2,14.5,34
Mon Sep 26 06:53:09 GMT-03:00 2022,26-Sep-2022 06:53:10.417,-35.20411479492385,-5.7937081804766395,2.0063345432281494,6.0,18.367892568072595,111.65113830566406,-0.61,6.34,7.93,0.03,12.94,0.02,-0.04,0.04,0,14.9,7.45,14.7,19.61,92,19.07,1013.52,14.65,655.3,1,345.62,225,0,86,1.45,22.75,23.92,970.5,19.61,36.93,0.93,48.63,-6.25,-5.47,-3.12,-,0.64,6,18.37,111.65,-5.79,-35.2,16,0.22,1.95,36,5.37,11.1,9.01,2.55,15.16,31.35,0.12,0.8,2.75,1167,7.22,7,12.55,4.5,14.29,11.1,9.01,31.35,4.86,1036.41,750.25,286.16,-12.72,14.22,14.5,29
Mon Sep 26 06:53:10 GMT-03:00 2022,26-Sep-2022 06:53:11.417,-35.20409645879562,-5.793715848241912,2.103205919265747,6.0,18.31713714532868,111.83277130126953,-0.92,5.38,7.94,-0.02,15.29,0,-0.02,0,0,21.96,11.37,14.7,19.61,92,19.06,1013.54,14.65,655.3,1,345.4,225,0,86,0.63,34.12,30.59,1330.5,19.61,36.97,1.93,48.63,-6.25,2.34,-3.12,-,0.64,6,18.32,111.83,-5.79,-35.2,18,0.43,0.84,36,3.63,11.09,9.02,5.27,10.27,31.33,0.12,0.8,5.49,1169,7.57,8,12.55,4.5,4.52,11.09,9.02,31.33,4.86,1037.41,751.25,286.16,-9.39,14.22,14.5,31
Mon Sep 26 06:53:11 GMT-03:00 2022,26-Sep-2022 06:53:12.419,-35.20407704809637,-5.793724981665425,2.3590826988220215,6.0,18.26953710394785,111.60600280761719,-0.5,5.41,8.32,0.01,12.55,-0.03,-0.04,-0.01,-0.04,14.9,7.45,14.7,19.61,92,19.04,1013.53,14.65,653.9,1,345.12,226,0,86,0.63,34.12,16.86,983.5,19.61,36.99,0.89,48.63,-5.47,2.34,3.12,-,0.64,6,18.27,111.61,-5.79,-35.2,19,0.49,0.84,36,8.97,11.09,9.02,2.44,25.34,31.32,0.12,0.79,2.35,1170,8.49,8,14.12,-4,4.52,11.09,9.02,31.32,4.86,1038.36,752.2,286.16,-12.87,14.2,14.4,26
Mon Sep 26 06:53:12 GMT-03:00 2022,26-Sep-2022 06:53:13.416,-35.20405952750908,-5.793732143533779,2.3789844512939453,6.0,18.203953266466797,111.135986328125,-0.79,4.56,8.73,0,12.16,0.02,-0.03,-0.04,0.05,14.9,7.45,14.7,19.61,92,19.04,1013.5,14.65,653.2,1,345.12,226,0,86,0.63,20,17.25,983.5,19.61,36.99,0.89,48.63,-7.81,-0.78,-0.78,-,0.64,6,18.2,111.14,-5.79,-35.2,21,0.49,0.84,36,8.97,11.09,9.02,2.44,25.34,31.32,0.78,0.79,2.35,1170,8.56,8,12.55,6.5,4.52,11.09,9.02,31.32,4.86,1039.42,753.26,286.16,-12.87,14.16,14.4,26
Mon Sep 26 06:53:13 GMT-03:00 2022,26-Sep-2022 06:53:14.418,-35.20404726329942,-5.793737623539213,1.4136918783187866,6.0,18.29234479825108,110.7630844116211,-0.72,4.72,8.49,-0.01,12.94,0.01,-0.03,-0.04,0.03,14.9,7.45,14.7,19.61,92,19.03,1013.54,14.65,653.2,1,347.82,226,0,85,0.63,26.27,17.25,885.5,19.61,37.01,1.15,49.02,-5.47,0.78,1.56,-,0.64,6,18.29,110.76,-5.79,-35.2,20,3.56,0.84,37,6.93,11.08,9.02,3.16,19.57,31.3,0.08,0.78,3.14,1171,5.09,5,14.12,18,4.52,11.08,9.02,31.3,4.86,1040.26,754.1,286.16,-11.54,14.22,14.4,25
Mon Sep 26 06:53:14 GMT-03:00 2022,26-Sep-2022 06:53:15.418,-35.20404132443474,-5.793739817264424,0.6087271571159363,6.0,18.310493054539094,110.63230895996094,-0.64,4.96,8.45,-0,12.94,0.01,-0.04,-0.03,0.02,14.9,7.45,14.7,19.61,92,19.01,1013.52,14.65,651.6,1,353.23,226,0,85,-,30.98,24.31,803,19.61,37.04,1.18,49.8,-6.25,3.91,3.91,-,0.64,6,18.31,110.63,-5.79,-35.2,21,0.19,-,37,4.25,11.07,9.03,3.22,12,31.28,0.81,0.77,3.14,1172,2.19,2,13.33,1.5,-,11.07,9.03,31.28,4.86,1041.41,755.25,286.16,-11.12,14.16,14.4,24
Mon Sep 26 06:53:15 GMT-03:00 2022,26-Sep-2022 06:53:16.417,-35.20404132443474,-5.793739817264424,0.10602327436208725,6.0,18.360730077339763,110.6288833618164,-0.64,5.59,8.14,0.01,12.94,0,-0.04,0.02,-0.02,14.9,7.45,14.7,19.61,92,18.98,1013.58,14.65,651.6,1,352.96,226,0,85,-,31.76,25.1,783,19.61,37.05,1.11,49.8,-6.25,2.34,0.78,-,0.64,6,18.36,110.63,-5.79,-35.2,20,0.38,-,37,1.79,11.06,9.04,3.05,5.07,31.25,0.81,0.77,3.14,1174,0.38,0,13.33,0,-,11.06,9.04,31.25,4.86,1042.43,755.72,286.71,-10.96,13.64,14.4,25
Mon Sep 26 06:53:16 GMT-03:00 2022,26-Sep-2022 06:53:17.417,-35.20404132443474,-5.793739817264424,0.010632923804223537,6.0,18.19190394013746,110.6526870727539,-0.7,5.62,8.13,0.01,13.33,0,-0.02,0.02,-0.01,14.9,7.45,14.7,19.61,92,18.96,1013.53,14.65,651.6,1,366.49,226,0,85,-,38.04,29.8,776.5,19.61,37.08,1.36,51.76,-6.25,-2.34,0.78,-,0.64,6,18.19,110.65,-5.79,-35.2,19,0.04,-,37,0,11.06,9.04,3.72,0,31.25,0.81,0.77,3.53,1175,0.04,0,13.73,3.5,-,11.06,9.04,31.25,4.86,1043.42,755.72,287.71,-10.03,13.64,13.3,26
Mon Sep 26 06:53:17 GMT-03:00 2022,26-Sep-2022 06:53:18.416,-35.20404132443474,-5.793739817264424,0.01766115427017212,6.0,18.141980528233738,110.67108917236328,-0.63,5.63,8.12,0.01,13.33,0,-0.05,0.02,-0.01,14.9,7.45,14.7,19.61,92,18.96,1013.54,14.65,649.8,1,360.92,226,0,85,-,38.04,30.98,790,19.61,37.11,1.51,50.98,-5.47,-2.34,-3.12,-,0.64,6,18.14,110.67,-5.79,-35.2,20,0.04,-,37,0,11.06,9.04,4.13,0,31.25,0.64,0.77,3.53,1176,0.06,0,13.73,3.5,-,11.06,9.04,31.25,4.86,1044.43,755.72,288.71,-9.48,13.28,13.5,29
Mon Sep 26 06:53:18 GMT-03:00 2022,26-Sep-2022 06:53:19.419,-35.20404132443474,-5.793739817264424,0.009538017213344574,6.0,18.149964812987808,110.69253540039062,-0.77,5.61,8.13,0.01,13.33,0,-0.03,0.02,-0.02,14.9,7.45,14.7,19.61,92,18.94,1013.54,14.65,648.7,1,360.9,226,0,85,-,40.78,30.2,790,19.61,37.13,1.36,50.98,-5.47,0.78,1.56,-,0.64,6,18.15,110.69,-5.79,-35.2,20,0.06,-,37,0,11.06,9.04,3.72,0,31.24,0.09,0.77,3.53,1177,0.03,0,13.73,-1.5,-,11.06,9.04,31.24,4.86,1045.41,755.72,289.69,-10.07,13.98,14.2,29
Mon Sep 26 06:53:19 GMT-03:00 2022,26-Sep-2022 06:53:20.416,-35.20404132443474,-5.793739817264424,0.00443823728710413,6.0,18.159665683044338,110.69793701171875,-0.62,5.61,8.13,0.01,13.33,0,-0.04,0.02,-0.02,14.9,7.45,14.7,19.61,92,18.92,1013.55,14.65,648.7,1,360.9,226,0,85,-,38.82,30.2,759.5,19.61,37.13,1.36,50.98,-5.47,3.91,4.69,-,0.64,6,18.16,110.7,-5.79,-35.2,19,0.03,-,37,0,11.06,9.04,3.72,0,31.24,0.65,0.77,3.53,1177,0.02,0,13.73,4.5,-,11.06,9.04,31.24,4.86,1046.39,755.72,290.67,-10.07,14.22,14.5,29
Mon Sep 26 06:53:20 GMT-03:00 2022,26-Sep-2022 06:53:21.418,-35.20404132443474,-5.793739817264424,0.0044955844059586525,6.0,18.173525135621883,110.71292877197266,-0.68,5.63,8.18,0.01,13.33,0,-0.04,0.02,-0.02,14.9,7.45,14.7,19.61,92,18.89,1013.55,14.65,647.1,1,358.1,226,0,85,-,38.04,30.2,776,19.61,37.16,1.35,50.59,-5.47,4.69,2.34,-,0.64,6,18.17,110.71,-5.79,-35.2,22,0.02,-,37,0,11.06,9.04,3.69,0,31.24,0.82,0.77,3.53,1178,0.02,0,13.73,3.5,-,11.06,9.04,31.24,4.86,1047.4,755.72,291.68,-9.93,14.22,14.5,30
Mon Sep 26 06:53:21 GMT-03:00 2022,26-Sep-2022 06:53:22.417,-35.20404132443474,-5.793739817264424,0.005608082748949528,6.0,18.174705997292786,110.72307586669922,-0.73,5.56,8.08,0,13.33,0,-0.02,0.02,-0.01,14.9,7.45,14.7,19.61,92,18.87,1013.54,14.65,647.1,1,358.08,226,0,85,-,38.43,30.2,770.5,19.61,37.19,1.37,50.59,-5.47,-1.56,-2.34,-,0.64,6,18.17,110.72,-5.79,-35.2,20,0.02,-,38,0,11.06,9.04,3.74,0,31.24,0.74,0.78,3.53,1179,0.02,0,13.73,3.5,-,11.06,9.04,31.24,4.86,1048.38,755.72,292.67,-9.97,14.22,14.5,30
Mon Sep 26 06:53:22 GMT-03:00 2022,26-Sep-2022 06:53:23.417,-35.20404132443474,-5.793739817264424,0.013981069438159466,6.0,18.106158250616613,110.73558807373047,-0.74,5.61,8.04,-0,12.94,0,-0.04,0.03,-0.01,14.9,7.45,14.7,19.61,92,18.85,1013.54,14.65,646.1,1,360.83,226,0,85,-,30.2,27.45,793,19.61,37.21,1,50.98,-5.47,0,0,-,0.64,6,18.11,110.74,-5.79,-35.2,19,0.05,-,38,0,11.06,9.04,2.74,0,31.24,0.28,0.78,2.75,1181,0.05,0,12.94,3.5,-,11.06,9.04,31.24,4.86,1049.41,755.72,293.7,-11.18,14.2,14.5,29
Mon Sep 26 06:53:23 GMT-03:00 2022,26-Sep-2022 06:53:24.417,-35.20404132443474,-5.793739817264424,0.017016112804412842,6.0,18.09320657852,110.74514770507812,-0.76,5.58,8.06,-0,12.55,0,-0.02,0.02,-0.02,14.9,7.45,14.7,19.61,92,18.83,1013.53,14.65,646.1,1,360.81,226,0,85,-,29.8,23.14,763,19.61,37.22,0.99,50.98,-7.03,0,0,-,0.64,6,18.09,110.75,-5.79,-35.2,20,0.06,-,38,0,11.06,9.04,2.72,0,31.24,0.28,0.8,2.75,1182,0.06,0,12.94,3.5,-,11.06,9.04,31.24,4.86,1050.4,755.72,294.68,-11.31,14.2,14.5,27
Mon Sep 26 06:53:24 GMT-03:00 2022,26-Sep-2022 06:53:25.417,-35.20404132443474,-5.793739817264424,0.015722688287496567,6.0,18.186600554364922,110.76148223876953,-0.7,5.62,8.11,0.01,12.94,0,-0.04,0.03,-0.02,14.9,7.45,14.7,19.61,92,18.8,1013.57,14.65,644.9,1,360.79,226,0,86,-,29.8,23.14,758.5,19.61,37.24,1.01,50.98,-7.03,0,0,-,0.64,6,18.19,110.76,-5.79,-35.2,20,0.06,-,38,0,11.06,9.04,2.77,0,31.23,0.77,0.83,2.75,1183,0.06,0,13.33,5,-,11.06,9.04,31.23,4.86,1051.39,755.72,295.67,-11.11,14.26,14.5,26
Mon Sep 26 06:53:25 GMT-03:00 2022,26-Sep-2022 06:53:26.417,-35.20404132443474,-5.793739817264424,0.011725883930921555,6.0,18.12078079088962,110.77632141113281,-0.58,5.58,8.09,0,12.94,0,-0.04,0.02,-0.01,14.9,7.45,14.7,19.61,92,18.8,1013.56,14.65,644,1,360.79,226,0,86,-,29.41,24.31,758.5,19.61,37.24,1.01,50.98,-7.03,-3.91,-4.69,-,0.64,6,18.12,110.78,-5.79,-35.2,19,0.06,-,38,0,11.06,9.04,2.77,0,31.23,0.5,0.82,2.75,1183,0.04,0,13.33,6.5,-,11.06,9.04,31.23,4.86,1052.43,755.72,296.71,-11.11,14.28,14.4,26
Mon Sep 26 06:53:26 GMT-03:00 2022,26-Sep-2022 06:53:27.417,-35.20404132443474,-5.793739817264424,0.011233939789235592,6.0,18.163863486956714,110.78990936279297,-0.76,5.6,8.12,0.01,12.94,0,-0.02,0.03,-0.02,14.9,7.45,14.7,19.61,92,18.78,1013.52,14.65,644,1,358,226,0,86,-,30.59,24.31,769.5,19.61,37.27,1.05,50.59,-6.25,-0.78,0,-,0.64,6,18.16,110.79,-5.79,-35.2,21,0.04,-,38,0,11.06,9.04,2.88,0,31.23,0.09,0.82,2.75,1184,0.04,0,12.94,4.5,-,11.06,9.04,31.23,4.86,1053.25,755.72,297.54,-10.95,14.28,14.4,26
Mon Sep 26 06:53:27 GMT-03:00 2022,26-Sep-2022 06:53:28.417,-35.20404132443474,-5.793739817264424,0.024226114153862,6.0,18.274605174532997,110.80410766601562,-0.59,5.56,8.1,0,12.94,0,-0.04,0.03,-0.01,14.9,7.45,14.7,19.61,92,18.76,1013.54,14.65,644,1,360.75,226,0,86,-,29.8,23.53,762.5,19.61,37.29,1.02,50.98,-6.25,1.56,0,-,0.64,6,18.27,110.8,-5.79,-35.2,21,0.09,-,38,0,11.06,9.04,2.8,0,31.23,0.76,0.81,2.75,1186,0.09,0,13.33,5,-,11.06,9.04,31.23,4.86,1054.38,755.72,298.66,-11.1,14.28,14.4,25
Mon Sep 26 06:53:28 GMT-03:00 2022,26-Sep-2022 06:53:29.417,-35.20404132443474,-5.793739817264424,0.022747069597244263,6.0,18.25932510804799,110.81427001953125,-0.7,5.63,8.13,0.01,12.94,0,-0.03,0.02,-0.02,14.9,7.45,14.7,19.61,92,18.74,1013.55,14.65,642.3,1,360.73,226,0,86,-,30.2,23.92,770,19.61,37.3,1.05,50.98,-6.25,-2.34,0,-,0.64,6,18.26,110.81,-5.79,-35.2,20,0.08,-,38,0,11.06,9.05,2.86,0,31.23,0.76,0.81,2.75,1187,0.08,0,13.33,5,-,11.06,9.05,31.23,4.86,1055.4,755.72,299.68,-10.99,14.28,14.5,25
Mon Sep 26 06:53:29 GMT-03:00 2022,26-Sep-2022 06:53:30.416,-35.20404132443474,-5.793739817264424,0.015516617335379124,6.0,18.269606246959388,110.83393859863281,-0.72,5.56,8.13,0,12.94,0,-0.03,0.03,-0.01,14.9,7.45,14.7,19.61,92,18.71,1013.53,14.65,642.3,1,360.71,226,0,86,-,33.33,25.49,805.5,19.61,37.33,1.22,50.98,-6.25,0,-3.91,-,0.64,6,18.27,110.83,-5.79,-35.2,20,0.06,-,38,0,11.05,9.05,3.33,0,31.23,0.64,0.81,2.75,1188,0.06,0,13.33,5,-,11.05,9.05,31.23,4.86,1056.39,755.72,300.68,-10.43,14.22,14.5,26
Mon Sep 26 06:53:30 GMT-03:00 2022,26-Sep-2022 06:53:31.417,-35.20404132443474,-5.793739817264424,0.021103668957948685,6.0,18.468975783476157,110.84417724609375,-0.59,5.64,8.05,0,13.73,0,-0.03,0.02,-0.02,14.9,7.45,14.7,19.61,92,18.71,1013.55,14.65,640.7,1,360.71,226,0,86,-,33.33,30.2,805.5,19.61,37.33,1.22,50.98,-6.25,0,0.78,-,0.64,6,18.47,110.84,-5.79,-35.2,20,0.06,-,38,0,11.05,9.05,3.33,0,31.23,0.09,0.81,3.53,1189,0.08,0,13.73,-2.5,-,11.05,9.05,31.23,4.86,1057.41,755.72,301.69,-10.43,14.3,14.3,26
Mon Sep 26 06:53:31 GMT-03:00 2022,26-Sep-2022 06:53:32.417,-35.20404132443474,-5.793739817264424,0.03390876576304436,6.0,18.56039636735264,110.85623931884766,-0.67,5.61,8.11,0,13.33,0,-0.04,0.03,-0.02,14.9,7.45,14.7,19.61,92,18.69,1013.55,14.65,639.5,1,360.69,226,0,86,-,38.04,30.98,804,19.61,37.36,1.39,50.98,-5.47,3.91,4.69,-,0.64,6,18.56,110.86,-5.79,-35.2,18,0.08,-,38,0,11.05,9.05,3.8,0,31.23,0.77,0.81,3.53,1189,0.12,0,13.73,3.5,-,11.05,9.05,31.23,4.86,1058.39,755.72,302.67,-10.05,13.34,13.8,27
Mon Sep 26 06:53:32 GMT-03:00 2022,26-Sep-2022 06:53:33.417,-35.20404132443474,-5.793739817264424,0.0460822731256485,6.0,18.722524905309342,110.8698501586914,-0.75,5.49,7.97,-0.01,13.33,0.01,-0.03,0.02,-0.01,14.9,7.45,14.7,19.61,92,18.67,1013.53,14.65,639.5,1,360.67,226,0,86,-,40.78,30.59,718.5,19.61,37.38,1.34,50.98,-5.47,1.56,0.78,-,0.64,6,18.72,110.87,-5.79,-35.2,20,0.12,-,38,0,11.05,9.05,3.66,0,31.22,0.82,0.8,3.53,1190,0.17,0,14.12,3.5,-,11.05,9.05,31.22,4.86,1059.42,755.72,303.7,-10.21,14.3,14.5,28
Mon Sep 26 06:53:33 GMT-03:00 2022,26-Sep-2022 06:53:34.416,-35.20404132443474,-5.793739817264424,0.04413233697414398,6.0,18.8263275352118,110.87984466552734,-0.6,5.59,8.1,0,13.33,0,-0.04,0.02,-0.02,14.9,7.45,14.7,19.61,92,18.65,1013.55,14.65,637.7,1,357.87,226,0,86,-,39.61,30.59,766.5,19.61,37.41,1.4,50.59,-5.47,-2.34,-3.12,-,0.64,6,18.83,110.88,-5.79,-35.2,20,0.16,-,39,0,11.05,9.05,3.83,0,31.22,0.69,0.79,3.53,1191,0.16,0,13.73,3.5,-,11.05,9.05,31.22,4.86,1060.42,755.72,304.71,-9.45,14.3,14.5,30
Mon Sep 26 06:53:34 GMT-03:00 2022,26-Sep-2022 06:53:35.417,-35.20404132443474,-5.793739817264424,0.04099632427096367,6.0,18.9059580642638,110.88813018798828,-0.61,5.56,8.05,-0,13.33,0,-0.04,0.03,-0.01,14.9,7.45,14.7,19.61,92,18.62,1013.53,14.65,637.7,1,357.85,226,0,86,-,39.61,30.98,748,19.61,37.43,1.35,50.59,-5.47,-0.78,-0.78,-,0.65,6,18.91,110.89,-5.79,-35.2,19,0.15,-,39,0,11.05,9.05,3.69,0,31.22,0.09,0.79,3.53,1192,0.15,0,13.73,3.5,-,11.05,9.05,31.22,4.86,1061.39,755.72,305.68,-9.94,14.08,14.5,30
Mon Sep 26 06:53:35 GMT-03:00 2022,26-Sep-2022 06:53:36.418,-35.20404132443474,-5.793739817264424,0.03876961022615433,6.0,18.972965619109996,110.89883422851562,-0.72,5.6,8.15,0.01,13.33,0,-0.02,0.02,-0.02,14.9,7.45,14.7,19.61,92,18.6,1013.57,14.65,637.7,1,357.83,226,0,86,-,39.22,30.98,776,19.61,37.46,1.37,50.59,-5.47,2.34,3.12,-,0.65,6,18.97,110.9,-5.79,-35.2,18,0.14,-,39,0,11.05,9.05,3.74,0,31.22,0.61,0.79,3.53,1194,0.14,0,13.73,3.5,-,11.05,9.05,31.22,4.86,1062.43,755.72,306.71,-9.76,14.14,14.5,31
Mon Sep 26 06:53:36 GMT-03:00 2022,26-Sep-2022 06:53:37.418,-35.20404132443474,-5.793739817264424,0.03262599557638168,6.0,19.084313076662955,110.90947723388672,-0.7,5.63,8.14,0.01,13.33,0,-0.03,0.03,-0.02,14.9,7.45,14.7,19.61,92,18.58,1013.52,14.65,635.9,1,355.04,226,0,86,-,38.82,30.59,780.5,19.61,37.49,1.39,50.2,-5.47,2.34,3.12,-,0.65,6,19.08,110.91,-5.79,-35.2,17,0.12,-,39,0,11.05,9.05,3.8,0,31.22,0.61,0.79,3.53,1195,0.12,0,13.73,3.5,-,11.05,9.05,31.22,4.86,1063.43,755.72,307.71,-9.86,14.14,14.5,31
Mon Sep 26 06:53:37 GMT-03:00 2022,26-Sep-2022 06:53:38.417,-35.20404132443474,-5.793739817264424,0.03795009106397629,6.0,19.148519315879003,110.92706298828125,-0.62,5.61,8.13,0.01,13.33,0,-0.04,0.02,-0.02,14.9,7.45,14.7,19.61,92,18.58,1013.57,14.65,634.8,1,355.02,226,0,86,-,38.82,30.98,775.5,19.61,37.51,1.31,50.2,-5.47,0,-0.78,-,0.65,6,19.15,110.93,-5.79,-35.2,20,0.12,-,39,0,11.05,9.05,3.58,0,31.22,0.8,0.8,3.53,1196,0.14,0,13.73,3.5,-,11.05,9.05,31.22,4.86,1064.4,755.72,308.68,-10.16,14.26,14.4,31
Mon Sep 26 06:53:38 GMT-03:00 2022,26-Sep-2022 06:53:39.417,-35.20404132443474,-5.793739817264424,0.03579401224851608,6.0,19.23291236936262,110.93186950683594,-0.62,5.57,8.09,0,12.94,0.01,-0.04,0.03,-0.01,14.9,7.45,14.7,19.61,92,18.56,1013.54,14.65,634.8,1,355.02,226,0,86,-,36.08,23.53,775.5,19.61,37.51,1.31,50.2,-6.25,-1.56,-0.78,-,0.65,6,19.23,110.93,-5.79,-35.2,18,0.14,-,39,0,11.05,9.05,3.58,0,31.22,0.36,0.81,2.75,1197,0.13,0,12.94,-2.5,-,11.05,9.05,31.22,4.86,1065.43,755.72,309.71,-10.16,14.2,14.5,31
