GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Air Fuel Ratio(Commanded)(:1),Alcohol Fuel Percentage(%),Android device Battery Level(%),Average trip speed(whilst stopped or moving)(km/h),Barometer (on Android device)(mb),Barometric pressure (from vehicle)(psi),Catalyst Temperature (Bank 1 Sensor 1)(°C),Commanded Equivalence Ratio(lambda),Distance to empty (Estimated)(km),Distance travelled since codes cleared(km),Distance travelled with MIL/CEL lit(km),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine Load(Absolute)(%),Engine RPM(rpm),Ethanol Fuel %(%),Fuel cost (trip)(cost),Fuel flow rate/hour(l/hr),Fuel Level (From Engine ECU)(%),Fuel Trim Bank 1 Long Term(%),Fuel Trim Bank 1 Short Term(%),Fuel trim Bank 1 Sensor 1(%),Fuel trim Bank 1 Sensor 2(%),Fuel used (trip)(l),GPS Accuracy(m),GPS Altitude(m),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Mass Air Flow Rate(g/s),Miles Per Gallon(Instant)(mpg),Miles Per Gallon(Long Term Average)(mpg),O2 Bank 1 Sensor 1 Voltage(V),O2 Bank 1 Sensor 2 Voltage(V),Relative Throttle Position(%),Run time since engine start(s),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Timing Advance(°),Torque(Nm),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Trip Distance(km),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(psi),Voltage (Control Module)(V),Voltage (OBD Adapter)(V),Volumetric Efficiency (Calculated)(%)
Mon Sep 26 06:36:24 GMT-03:00 2022,26-Sep-2022 06:36:24.424,-35.2207336610153,-5.820106445028792,0.0,8.0,42.55596177627559,282.4593811035156,-0.3,5.32,8.19,-0.01,13.33,0,0,0,0,14.9,7.45,14.7,19.61,95,5.15,1011.72,14.65,492,1,157.92,220,0,46,-,32.16,27.84,780.5,19.61,0.91,1.28,50.59,-6.25,-5.47,-5.47,-,0.02,8,42.56,282.46,-5.82,-35.22,16,0,-,28,0,4.87,20.55,3.49,0,13.74,0.7,0.85,3.14,162,0,0,13.73,5,-,4.87,20.55,13.74,0.04,30.29,19.78,10.51,-10.44,14.34,14.6,31
Mon Sep 26 06:36:25 GMT-03:00 2022,26-Sep-2022 06:36:25.416,-35.2207336610153,-5.820106445028792,0.0,8.0,42.71808871283459,282.4593811035156,-0.28,5.71,7.94,-0.01,13.33,0,0,0.05,-0.03,14.9,7.45,14.7,19.61,95,4.9,1011.71,14.65,492,1,158.75,220,0,46,-,33.73,28.63,793.5,19.61,0.94,1.3,50.98,-6.25,-2.34,-5.47,-,0.02,8,42.72,282.46,-5.82,-35.22,15,0,-,28,0,4.85,20.6,3.55,0,13.71,0.7,0.85,3.53,163,0,0,13.73,2,-,4.85,20.6,13.71,0.04,31.43,19.78,11.65,-10.36,14.34,14.6,30
Mon Sep 26 06:36:26 GMT-03:00 2022,26-Sep-2022 06:36:26.418,-35.2207336610153,-5.820106445028792,0.0,8.0,42.58963472423519,282.4593811035156,-0.36,6.1,7.73,0,16.47,0,0,0.06,-0.06,23.14,11.76,14.7,19.61,95,4.9,1011.69,14.65,494,1,158.37,220,0,46,-,33.73,41.18,1179.5,19.61,0.98,2.23,50.98,-5.47,-2.34,-1.56,-,0.02,8,42.59,282.46,-5.82,-35.22,16,0,-,28,0,4.84,20.65,6.11,0,13.68,0.08,0.83,6.27,164,0,0,13.73,2,-,4.84,20.65,13.68,0.04,32.41,19.78,12.63,-7.39,14.32,14.5,35
Mon Sep 26 06:36:27 GMT-03:00 2022,26-Sep-2022 06:36:27.418,-35.220765124353,-5.820121776189714,1.0980850458145142,8.0,42.5233393431907,276.5332336425781,0.5,5.17,8.23,-0.01,14.12,0.04,0.11,0,0.03,14.9,7.45,14.7,19.61,95,4.86,1011.72,14.65,494,1,154.36,220,0,46,1.38,38.04,28.63,1179.5,19.61,1,1.29,49.8,-4.69,-4.69,-2.34,-,0.02,8,42.52,276.53,-5.82,-35.22,18,4,1.86,28,3.11,4.76,20.99,3.52,8.78,13.46,0.09,0.83,4.31,165,3.95,4,14.9,2,11.21,4.76,20.99,13.46,0.04,33.4,20.77,12.63,-11.83,14.34,14.6,31
Mon Sep 26 06:36:28 GMT-03:00 2022,26-Sep-2022 06:36:28.419,-35.220776646101896,-5.8201235488671745,1.2814767360687256,8.0,42.84733745094491,276.2139892578125,0.33,4.62,8.96,0.03,12.94,0.12,0.08,-0.11,0.19,14.9,7.45,14.7,19.61,95,4.91,1011.71,14.65,496.5,1,154.36,220,0,46,1.25,29.8,28.63,941.5,19.61,1,1.29,49.8,-5.47,-3.12,-3.91,-,0.02,8,42.85,276.21,-5.82,-35.22,20,2.05,1.67,28,3.11,4.76,20.99,3.52,8.78,13.46,0.83,0.82,3.14,165,4.61,6,13.33,0.5,12.63,4.76,20.99,13.46,0.04,34.39,21.76,12.63,-11.83,14.28,14.5,31
Mon Sep 26 06:36:29 GMT-03:00 2022,26-Sep-2022 06:36:29.420,-35.22078932127712,-5.82012310992987,0.7276434898376465,8.0,43.018705672416466,276.92083740234375,-0.4,5.59,8.35,0.02,12.94,0.02,0.02,0.04,0,14.9,7.45,14.7,19.61,95,4.88,1011.74,14.65,497.6,1,150.66,220,0,46,1.25,34.9,23.92,882.5,19.61,1.04,1.74,49.41,-5.47,-3.91,-3.12,-,0.02,8,43.02,276.92,-5.82,-35.22,22,1.38,1.67,28,3.44,4.71,21.25,4.77,9.72,13.3,0.08,0.81,3.14,166,2.62,4,14.12,2,12.63,4.71,21.25,13.3,0.04,35.42,22.79,12.63,-9.87,14.48,14.6,31
Mon Sep 26 06:36:30 GMT-03:00 2022,26-Sep-2022 06:36:30.420,-35.220799069935595,-5.82011954100437,0.3714548647403717,8.0,42.757796422715636,280.03521728515625,-0.22,4.56,8.65,-0,13.73,0.01,0.02,-0.06,0.04,14.9,7.45,14.7,19.61,95,4.76,1011.73,14.65,497.6,1,148.84,220,0,46,1.25,37.25,31.37,837,19.61,1.07,1.55,49.41,-5.47,0,-3.12,-,0.02,8,42.76,280.04,-5.82,-35.22,23,0.66,1.67,28,2.58,4.62,21.65,4.24,7.29,13.05,0.08,0.81,3.92,168,1.34,2,14.51,8,12.63,4.62,21.65,13.05,0.04,36.39,23.77,12.63,-10.12,13.76,14.6,31
Mon Sep 26 06:36:31 GMT-03:00 2022,26-Sep-2022 06:36:31.418,-35.220799069935595,-5.82011954100437,0.0,8.0,42.31814686334697,280.03521728515625,0.07,6.01,7.83,0,14.12,0,0.03,0.06,-0.04,14.9,7.45,14.7,19.61,95,4.58,1011.74,14.65,498.7,1,143.72,220,0,47,-,39.61,35.69,838.5,19.61,1.11,1.67,48.63,-5.47,-0.78,0.78,-,0.02,8,42.32,280.04,-5.82,-35.22,21,0,-,28,1.19,4.48,22.32,4.58,3.38,12.66,0.17,0.81,4.31,169,0,0,14.51,8,-,4.48,22.32,12.66,0.04,37.39,24.64,12.75,-9.49,13.76,14.2,32
Mon Sep 26 06:36:32 GMT-03:00 2022,26-Sep-2022 06:36:32.417,-35.220799069935595,-5.82011954100437,0.0,8.0,42.255832429769974,280.03521728515625,0.33,6.54,7.59,0.02,14.12,0,0.05,0.09,-0.07,20,10.2,14.7,19.61,95,4.41,1011.73,14.65,498.7,1,139.46,220,0,47,-,39.61,33.73,838.5,19.61,1.16,3.1,48.63,-5.47,-0.78,-1.56,-,0.02,8,42.26,280.04,-5.82,-35.22,21,0,-,28,0,4.47,22.36,8.49,0,12.64,0.79,0.81,3.53,170,0,0,14.51,3.5,-,4.47,22.36,12.64,0.04,38.39,24.64,13.76,-5.1,14.36,14.5,40
Mon Sep 26 06:36:33 GMT-03:00 2022,26-Sep-2022 06:36:33.420,-35.220799069935595,-5.82011954100437,0.0,8.0,42.240497219488724,280.03521728515625,0.52,6.23,7.14,-0.04,16.47,0,0.06,0.11,-0.08,17.25,9.02,14.7,19.61,95,4.41,1011.7,14.65,501.6,1,139.46,220,0,47,-,53.33,41.18,838.5,19.61,1.16,3.1,45.88,-3.91,-2.34,-3.12,-,0.02,8,42.24,280.04,-5.82,-35.22,23,0,-,28,0,4.47,22.36,8.49,0,12.64,0.73,0.8,6.67,171,0,0,17.25,17,-,4.47,22.36,12.64,0.04,39.42,24.64,14.78,-5.1,14.28,14.6,40
Mon Sep 26 06:36:34 GMT-03:00 2022,26-Sep-2022 06:36:34.420,-35.22081146313248,-5.82010964900444,0.6305902600288391,8.0,42.072633184529984,304.0479431152344,0.49,6.09,7.27,-0.03,17.25,0,0.08,0.1,-0.09,27.06,9.02,14.7,19.61,95,4.36,1011.71,14.65,503.9,1,131.35,220,0,47,0.84,43.53,41.18,1025.5,19.61,1.2,2.3,45.88,-3.91,0,-1.56,-,0.02,8,42.07,304.05,-5.82,-35.22,23,3,1.12,28,0,4.46,22.4,6.3,0,12.61,0.81,0.8,7.06,171,2.27,3,16.86,14,7.81,4.46,22.4,12.61,0.04,40.39,25.52,14.87,-7.56,14.36,14.6,42
Mon Sep 26 06:36:35 GMT-03:00 2022,26-Sep-2022 06:36:35.420,-35.22081463675803,-5.820100268482365,0.9163594841957092,8.0,42.09886077625634,341.58154296875,1.55,6.4,6.23,-0.08,20.39,-0.06,0.07,0.1,-0.17,31.37,14.12,14.7,19.61,95,4.34,1011.72,14.65,503.9,1,128.87,220,0,47,0.33,54.12,44.71,1360,19.61,1.28,3.75,45.1,-3.12,0.78,1.56,-,0.02,8,42.1,341.58,-5.82,-35.22,22,0.7,0.44,28,0.8,4.33,23.07,10.27,2.26,12.24,0.14,0.8,9.02,172,3.3,4,18.82,18,2.3,4.33,23.07,12.24,0.04,41.42,26.55,14.87,-5.2,14.4,14.5,47
Mon Sep 26 06:36:36 GMT-03:00 2022,26-Sep-2022 06:36:36.420,-35.220817565200015,-5.820092971769058,0.34026017785072327,6.0,42.31505898407494,352.8053894042969,0.17,7.31,8.11,0.11,20.39,0.11,0.04,0.2,-0.01,31.37,16.08,14.7,19.61,95,4.47,1011.69,14.65,503.9,1,122.92,220,0,47,2.7,62.35,54.9,1684,19.61,1.39,5.28,44.31,-3.12,-0.78,1.56,-,0.02,6,42.32,352.81,-5.82,-35.22,24,6.78,3.62,28,0.76,4.21,23.75,14.44,2.14,11.89,0.14,0.8,9.02,174,1.22,8,21.18,17,15.29,4.21,23.75,11.89,0.04,42.4,27.53,14.87,-4.63,14.4,14.5,52
Mon Sep 26 06:36:37 GMT-03:00 2022,26-Sep-2022 06:36:37.419,-35.22081743069894,-5.820089155023658,1.3043934106826782,6.0,42.404579636396676,8.672059059143066,-0.64,6.16,9.6,0.16,20.39,-0.02,-0.02,-0.05,0,30.98,15.69,14.7,19.61,95,4.71,1011.72,14.65,514,1,119.42,220,0,47,4.5,67.84,59.61,1480,19.61,1.49,5.19,44.31,-3.12,-0.78,1.56,-,0.03,6,42.4,8.67,-5.82,-35.22,24,7.3,6.04,28,1.54,4.12,24.26,14.19,4.36,11.64,0.14,0.81,10.59,175,4.7,12,21.18,17,29.07,4.12,24.26,11.64,0.05,43.38,28.51,14.87,-6.7,14.34,14.5,53
Mon Sep 26 06:36:38 GMT-03:00 2022,26-Sep-2022 06:36:38.418,-35.220812349837026,-5.820075398453099,2.1074352264404297,6.0,41.89750753626404,24.957122802734375,0.74,7.6,6.86,0.04,20.78,-0.08,0,0.04,-0.14,29.02,14.9,14.7,19.61,95,4.71,1011.67,14.65,521.1,1,119.42,220,0,47,4.5,67.84,54.51,1480,19.61,1.49,5.19,43.92,-3.12,-3.91,0,-,0.03,6,41.9,24.96,-5.82,-35.22,26,7.3,6.04,28,1.54,4.12,24.26,14.19,4.36,11.64,0.08,0.82,10.59,176,7.59,12,21.18,17,29.07,4.12,24.26,11.64,0.05,44.41,29.54,14.87,-6.7,14.4,14.5,53
Mon Sep 26 06:36:39 GMT-03:00 2022,26-Sep-2022 06:36:39.418,-35.22080084658515,-5.820055645176937,3.4755966663360596,6.0,41.739754328552515,21.6379337310791,-1.36,4.9,7.29,-0.1,19.22,0.19,0.16,0.18,0.09,21.18,10.59,14.7,19.61,95,5.09,1011.63,14.65,521.1,1,115.86,220,0,47,7.16,62.35,44.71,1748,19.61,1.61,5.66,43.92,-3.12,5.47,3.91,-,0.03,6,41.74,21.64,-5.82,-35.22,22,9.41,9.6,28,2.12,4.06,24.65,15.49,5.99,11.46,0.8,0.82,9.41,176,12.51,17,21.18,19.5,39.1,4.06,24.65,11.46,0.05,45.32,30.45,14.87,-4.78,14.34,14.5,56
Mon Sep 26 06:36:40 GMT-03:00 2022,26-Sep-2022 06:36:40.418,-35.22078683910373,-5.8200189572135566,5.026303291320801,8.0,41.524658011987114,17.43019676208496,-1.7,5.6,7.45,-0.04,13.33,-0.03,-0.14,0.03,-0.08,19.61,10.59,14.7,19.61,95,5.52,1011.55,14.65,531.6,1,114.05,220,0,47,3.59,32.16,44.71,1530,19.61,1.65,2.43,43.92,-5.47,3.12,2.34,-,0.03,8,41.52,17.43,-5.82,-35.22,22,6.49,4.81,28,6.98,4.15,24.1,6.66,19.73,11.72,0.5,0.81,2.75,177,18.09,19,13.73,-4,22.4,4.15,24.1,11.72,0.06,46.42,31.55,14.87,-11.06,14.34,14.6,48
Mon Sep 26 06:36:41 GMT-03:00 2022,26-Sep-2022 06:36:41.418,-35.220768643267206,-5.819970619536984,4.813518047332764,8.0,41.13354640886435,17.414875030517578,-0.16,3.84,7.96,-0.1,13.33,-0.01,0.15,0.02,-0.04,19.61,10.2,14.7,19.61,95,5.82,1011.6,14.65,531.6,1,116.62,220,0,48,3.59,20,17.65,1307,19.61,1.68,1.38,43.92,-5.47,0.78,-0.78,-,0.03,8,41.13,17.41,-5.82,-35.22,19,1.33,4.81,28,13.79,4.44,22.52,3.77,38.95,12.54,0.89,0.81,2.75,178,17.33,16,13.33,30,22.4,4.44,22.52,12.54,0.06,47.42,32.55,14.87,-12.32,14.36,14.6,40
Mon Sep 26 06:36:42 GMT-03:00 2022,26-Sep-2022 06:36:42.418,-35.22074985309822,-5.819923645325076,4.085415363311768,8.0,40.57629932914394,23.578710556030273,-0.28,6.08,8.21,0.04,13.33,0.05,-0.05,0.08,0,18.04,9.02,14.7,19.61,95,6.06,1011.6,14.65,533.1,1,124.83,220,0,48,3.59,22.75,21.18,1070,19.61,1.7,1.29,43.92,-5.47,-3.91,-0.78,-,0.03,8,40.58,23.58,-5.82,-35.22,18,0.71,4.81,28,12.44,4.68,21.39,3.52,35.13,13.21,0.89,0.81,3.53,180,14.71,14,13.33,5,22.4,4.68,21.39,13.21,0.07,48.38,33.51,14.87,-12.11,14.36,14.6,34
Mon Sep 26 06:36:43 GMT-03:00 2022,26-Sep-2022 06:36:43.420,-35.22073121933797,-5.819885457521658,3.5909876823425293,8.0,40.26677582672137,24.05837631225586,-0.3,5.01,8.3,-0.01,12.94,0.02,0.14,0,0.03,14.9,7.84,14.7,19.61,95,6.06,1011.54,14.65,533.1,1,132.62,220,0,48,3.59,22.75,20,1070,19.61,1.73,1.07,44.31,-7.03,-3.91,-3.91,-,0.03,8,40.27,24.06,-5.82,-35.22,19,0.71,4.81,28,13.03,4.91,20.35,2.94,36.81,13.88,0.88,0.94,2.75,181,12.93,14,12.94,5,22.4,4.91,20.35,13.88,0.07,49.42,34.55,14.87,-12.06,14.36,14.6,30
Mon Sep 26 06:36:44 GMT-03:00 2022,26-Sep-2022 06:36:44.419,-35.220713624532586,-5.819847867086915,3.3625118732452393,8.0,40.188598873200455,24.721708297729492,-0.12,6.67,7.98,0.06,18.43,0,0.21,0.02,-0.03,25.88,13.33,14.7,19.61,95,6.17,1011.56,14.65,535,1,132.62,220,0,48,-,23.53,42.35,899.5,19.61,1.73,1.07,44.31,-3.12,-7.03,-7.03,-,0.03,8,40.19,24.72,-5.82,-35.22,21,2.93,-,28,13.03,4.91,20.35,2.94,36.81,13.88,0.87,0.95,8.24,181,12.11,10,13.73,21,-,4.91,20.35,13.88,0.07,50.39,35.52,14.87,-12.06,14.34,14.6,30
Mon Sep 26 06:36:45 GMT-03:00 2022,26-Sep-2022 06:36:45.418,-35.220696594932285,-5.819813306072964,2.791501522064209,8.0,39.73890028037098,28.797744750976562,1.93,4.99,9.61,0.12,16.47,0.06,0.2,0,0.05,20.78,10.98,14.7,19.61,95,6.3,1011.48,14.65,535,1,139.39,220,0,48,1.09,43.14,32.94,1668.5,19.61,1.79,3.82,44.31,-3.91,-2.34,-0.78,-,0.03,8,39.74,28.8,-5.82,-35.22,19,1.11,1.46,28,2.62,4.85,20.61,10.44,7.4,13.7,0.08,0.86,6.27,182,10.05,11,17.65,23,6.25,4.85,20.61,13.7,0.08,51.41,36.54,14.87,-3.7,14.26,14.5,41
Mon Sep 26 06:36:46 GMT-03:00 2022,26-Sep-2022 06:36:46.420,-35.220680956867,-5.819786357826809,2.617792844772339,8.0,39.36964662937535,59.10395431518555,-0.2,4.44,7.99,-0.07,18.82,-0.05,-0.02,-0.06,-0.02,20.78,10.98,14.7,19.61,95,6.45,1011.5,14.65,539.2,1,137.58,220,0,48,1.12,31.76,32.94,1413.5,19.61,1.83,2.25,44.31,-4.69,-0.78,-1.56,-,0.03,8,39.37,59.1,-5.82,-35.22,20,1.95,1.5,28,4.89,4.85,20.61,6.16,13.8,13.71,0.86,0.82,8.63,183,9.42,12,14.9,23,7.56,4.85,20.61,13.71,0.08,52.4,37.53,14.87,-11.17,14.3,14.5,36
Mon Sep 26 06:36:47 GMT-03:00 2022,26-Sep-2022 06:36:47.421,-35.2206592287677,-5.81977433423112,2.3389241695404053,8.0,39.37681063066856,95.84181213378906,-0.56,7.15,6.77,0,18.82,0.04,0.11,0.18,-0.1,25.49,13.33,14.7,19.61,95,6.56,1011.46,14.65,539.2,1,137.61,220,0,48,1.12,59.22,48.24,1611,19.61,1.94,4.75,44.31,-4.69,-1.56,-3.12,-,0.03,8,39.38,95.84,-5.82,-35.22,22,2.58,1.5,28,2.53,4.79,20.87,12.99,7.14,13.53,0.83,0.82,8.63,185,8.42,11,20,18.5,7.56,4.79,20.87,13.53,0.08,53.43,38.56,14.87,-5.98,14.2,14.5,42
Mon Sep 26 06:36:48 GMT-03:00 2022,26-Sep-2022 06:36:48.418,-35.220635854835514,-5.819778527743411,2.7693023681640625,6.0,38.93088833546498,111.6426010131836,0.72,5.84,8.1,0.02,20.39,0.02,-0.02,0.2,-0.14,29.02,14.9,14.7,19.61,95,6.78,1011.4,14.65,543.2,1,135.87,220,0,48,5.84,68.63,56.47,1614,19.61,2.04,5.63,44.31,-3.12,-2.34,-3.12,-,0.04,6,38.93,111.64,-5.82,-35.22,23,5.03,7.84,28,1.95,4.72,21.2,15.41,5.52,13.33,0.83,0.79,9.8,186,9.97,15,22.35,17,34.58,4.72,21.2,13.33,0.09,54.42,39.56,14.87,-5.63,14.3,14.6,47
Mon Sep 26 06:36:49 GMT-03:00 2022,26-Sep-2022 06:36:49.418,-35.22060600240481,-5.819789581662095,4.0643181800842285,6.0,38.368276990081576,109.66056060791016,-0.88,7.47,7.44,0.08,22.75,-0.15,-0.12,0,-0.2,30.2,15.29,14.7,19.61,95,7.1,1011.43,14.65,543.2,1,132.62,220,0,48,9.25,68.24,61.18,1874.5,19.61,2.17,6.76,43.92,-3.12,-2.34,-0.78,-,0.04,6,38.37,109.66,-5.82,-35.22,22,5.37,12.4,28,2.22,4.66,21.48,18.49,6.27,13.15,0.17,0.78,12.94,187,14.63,20,22.35,17,47.11,4.66,21.48,13.15,0.09,55.42,40.55,14.87,-3.84,14.3,14.5,53
Mon Sep 26 06:36:50 GMT-03:00 2022,26-Sep-2022 06:36:50.421,-35.22056205621616,-5.819803064359959,5.459485054016113,6.0,37.765341269290765,106.90673065185547,-0.47,4.86,6.98,-0.13,21.96,-0.06,-0.04,0,-0.08,27.84,14.12,14.7,19.61,95,7.1,1011.43,14.65,555.7,1,130.87,220,0,48,9.25,68.24,56.47,1874.5,19.61,2.27,6.16,43.92,-3.12,3.91,2.34,-,0.04,6,37.77,106.91,-5.82,-35.22,21,5.37,12.4,27,3.25,4.62,21.64,16.86,9.17,13.05,0.79,0.77,12.16,188,19.65,20,23.53,18.5,47.11,4.62,21.64,13.05,0.09,56.35,41.48,14.87,-6.19,14.26,14.6,54
Mon Sep 26 06:36:51 GMT-03:00 2022,26-Sep-2022 06:36:51.418,-35.2205068356045,-5.819820556255206,6.715883731842041,6.0,38.27800606366672,107.9529037475586,-2.09,6.95,5.78,-0.06,19.61,0,-0.11,0.15,-0.13,24.71,12.55,14.7,19.61,95,7.5,1011.38,14.65,555.7,1,130.87,220,0,48,8.51,57.65,47.45,1987.5,19.61,2.27,6.16,43.92,-3.12,3.12,4.69,-,0.04,6,38.28,107.95,-5.82,-35.22,15,4.35,11.42,27,3.25,4.62,21.64,16.86,9.17,13.05,0.11,0.76,9.8,189,24.18,24,20.78,21,40.91,4.62,21.64,13.05,0.1,57.4,42.53,14.87,-6.19,14.32,14.5,54
Mon Sep 26 06:36:52 GMT-03:00 2022,26-Sep-2022 06:36:52.420,-35.220442326656446,-5.819842540091694,7.286739826202393,8.0,38.163448591442446,110.83155822753906,-1.35,7.44,8.77,0.18,15.69,0.06,-0.06,0.03,0.04,20.39,12.55,14.7,19.61,95,7.93,1011.36,14.65,567.3,1,129.9,220,0,49,8.51,47.84,47.45,1753.5,19.61,2.35,4.38,43.92,-3.91,0.78,-0.78,-,0.04,8,38.16,110.83,-5.82,-35.22,14,1.82,11.42,27,5.48,4.64,21.54,11.99,15.47,13.11,0.5,0.75,5.49,189,26.23,26,16.86,22.5,40.91,4.64,21.54,13.11,0.11,58.33,43.46,14.87,-8.98,14.34,14.5,50
Mon Sep 26 06:36:53 GMT-03:00 2022,26-Sep-2022 06:36:53.418,-35.22037164913262,-5.819868093546676,7.6210618019104,8.0,37.82050731322145,110.8680191040039,-1.22,4.87,8.7,0.02,15.69,0.31,-0.03,0.17,0.26,20.39,10.2,14.7,19.61,95,8.36,1011.32,14.65,569.6,1,130.47,220,0,49,3.82,27.45,27.84,1466.5,19.61,2.39,2.03,43.92,-4.69,0,-0.78,-,0.04,8,37.82,110.87,-5.82,-35.22,15,0.44,5.13,27,12.82,4.83,20.7,5.55,36.21,13.65,0.88,0.75,5.49,190,27.44,27,14.51,26,24.9,4.83,20.7,13.65,0.11,59.42,44.55,14.87,-11.67,14.26,14.6,43
Mon Sep 26 06:36:54 GMT-03:00 2022,26-Sep-2022 06:36:54.418,-35.22030313947108,-5.819891398781649,7.675830364227295,8.0,38.14854689739811,110.43199920654297,-3.46,4.28,7.46,-0.06,14.51,0.01,0.04,-0.04,0.04,21.96,11.37,14.7,19.61,95,8.76,1011.42,14.65,569.6,1,135.82,220,0,49,3.82,31.76,26.67,1330.5,19.61,2.43,2.24,43.92,-4.69,-3.91,-5.47,-,0.04,8,38.15,110.43,-5.82,-35.22,17,1.63,5.13,27,12.05,5,20.02,6.13,34.04,14.11,0.75,0.9,4.71,192,27.63,26,15.29,24.5,24.9,5,20.02,14.11,0.15,60.4,45.53,14.87,-10.72,14.36,14.6,39
Mon Sep 26 06:36:55 GMT-03:00 2022,26-Sep-2022 06:36:55.417,-35.22023948167052,-5.8199166761105126,7.241109371185303,8.0,38.36030627986171,111.018310546875,-2.03,6.05,5.03,-0.17,14.9,0.19,-0.01,0.3,0,21.18,10.98,14.7,19.61,95,9.09,1011.35,14.65,569.6,1,140.43,220,0,50,3.82,29.41,25.49,1468.5,19.61,2.47,2.2,43.92,-4.69,-3.91,-3.12,-,0.04,8,38.36,111.02,-5.82,-35.22,19,2.07,5.13,28,11.82,5.15,19.43,6.02,33.38,14.54,0.09,0.9,5.1,193,26.07,24,15.29,22.5,24.9,5.15,19.43,14.54,0.15,61.4,46.53,14.87,-10.4,14.34,14.6,36
Mon Sep 26 06:36:56 GMT-03:00 2022,26-Sep-2022 06:36:56.418,-35.22017680404263,-5.819938207215845,7.114006042480469,8.0,38.45540504500546,110.60319519042969,0.79,3.6,8.27,-0.08,14.51,0,0.02,-0.01,0,17.65,7.45,14.7,19.61,95,9.4,1011.31,14.65,572.2,1,145.99,220,0,50,-,18.82,26.67,1195,19.61,2.49,0.95,44.31,-4.69,-3.91,-3.12,-,0.04,8,38.46,110.6,-5.82,-35.22,20,1.61,-,28,25.16,5.58,17.91,2.61,71.07,15.77,0.09,0.87,4.31,194,25.61,24,15.29,22.5,-,5.58,17.91,15.77,0.15,62.41,47.54,14.87,-12.97,14.34,14.5,30
Mon Sep 26 06:36:57 GMT-03:00 2022,26-Sep-2022 06:36:57.417,-35.22011294477543,-5.819955590574181,6.856975078582764,8.0,38.225519398087094,109.9678726196289,-1.53,6.59,9.36,0.18,14.12,-0.01,0.07,0.06,-0.07,14.9,7.45,14.7,19.61,95,9.4,1011.36,14.65,572.9,1,158.32,220,0,50,-,18.82,30.59,885,19.61,2.52,1.32,44.31,-5.47,-6.25,-7.03,-,0.04,8,38.23,109.97,-5.82,-35.22,20,1.61,-,28,18.19,5.85,17.09,3.61,51.39,16.53,0.88,0.85,5.49,195,24.69,24,12.94,-1,-,5.85,17.09,16.53,0.15,63.42,48.55,14.87,-11.8,14.28,14.5,27
Mon Sep 26 06:36:58 GMT-03:00 2022,26-Sep-2022 06:36:58.419,-35.22005352252927,-5.81997331396197,6.077413558959961,8.0,37.84353497416166,109.7980728149414,-0.87,3.33,11.84,0.25,13.73,-0.07,-0.08,-0.17,0,14.9,7.45,14.7,19.61,95,9.62,1011.27,14.65,572.9,1,158.32,220,0,50,-,32.16,27.84,885,19.61,2.52,1.32,44.31,-5.47,-9.38,-7.81,-,0.04,8,37.84,109.8,-5.82,-35.22,18,4.69,-,28,18.19,5.85,17.09,3.61,51.39,16.53,0.2,0.88,3.53,195,21.88,20,13.73,3,-,5.85,17.09,16.53,0.16,64.42,49.55,14.87,-11.8,14.28,14.4,27
Mon Sep 26 06:36:59 GMT-03:00 2022,26-Sep-2022 06:36:59.418,-35.22000390100703,-5.819989187055171,4.345640182495117,8.0,37.941131938997884,110.30188751220703,-1.27,6.73,9.65,0.2,13.73,0.12,0.11,0.08,0.09,14.9,7.45,14.7,19.61,95,9.71,1011.41,14.65,573.6,1,168.87,220,0,50,-,32.16,27.84,890.5,19.61,2.55,1.5,45.1,-5.47,-3.91,-3.91,-,0.04,8,37.94,110.3,-5.82,-35.22,18,7.88,-,28,13.31,6.01,16.65,4.11,37.61,16.97,0.09,0.87,3.53,196,15.64,14,14.12,3.5,-,6.01,16.65,16.97,0.2,65.39,50.52,14.87,-10.27,14.3,14.5,28
