GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Air Fuel Ratio(Commanded)(:1),Alcohol Fuel Percentage(%),Android device Battery Level(%),Average trip speed(whilst stopped or moving)(km/h),Barometer (on Android device)(mb),Barometric pressure (from vehicle)(psi),Catalyst Temperature (Bank 1 Sensor 1)(°C),Commanded Equivalence Ratio(lambda),Distance to empty (Estimated)(km),Distance travelled since codes cleared(km),Distance travelled with MIL/CEL lit(km),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine Load(Absolute)(%),Engine RPM(rpm),Ethanol Fuel %(%),Fuel cost (trip)(cost),Fuel flow rate/hour(l/hr),Fuel Level (From Engine ECU)(%),Fuel Trim Bank 1 Long Term(%),Fuel Trim Bank 1 Short Term(%),Fuel trim Bank 1 Sensor 1(%),Fuel trim Bank 1 Sensor 2(%),Fuel used (trip)(l),GPS Accuracy(m),GPS Altitude(m),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Mass Air Flow Rate(g/s),Miles Per Gallon(Instant)(mpg),Miles Per Gallon(Long Term Average)(mpg),O2 Bank 1 Sensor 1 Voltage(V),O2 Bank 1 Sensor 2 Voltage(V),Relative Throttle Position(%),Run time since engine start(s),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Timing Advance(°),Torque(Nm),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Trip Distance(km),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(psi),Voltage (Control Module)(V),Voltage (OBD Adapter)(V),Volumetric Efficiency (Calculated)(%)
Wed Sep 28 06:41:44 GMT-03:00 2022,28-Sep-2022 06:41:48.366,-35.21888411309992,-5.820304628652103,5.857815265655518,6.0,39.693893192496375,19.784223556518555,-0.1,6.71,6.76,-0.05,25.88,0,-0.03,0.04,-0.06,27.84,14.12,14.7,23.53,97,6.35,1010.93,14.5,605.1,1,120.07,322,0,56,7.75,78.04,62.35,2388.5,23.53,5.34,9.6,37.65,-3.12,1.56,-1.56,-,0.09,6,39.69,19.78,-5.82,-35.22,26,7.32,10.4,27,1.56,4.96,20.18,26.27,4.41,14,0.78,0.76,16.08,258,21.09,19,29.02,16.5,30.99,4.96,20.18,14,0.25,144.13,82.88,61.24,-3.28,14.32,14.5,68
Wed Sep 28 06:41:45 GMT-03:00 2022,28-Sep-2022 06:41:49.368,-35.21885750435154,-5.8202386161619915,6.890353679656982,6.0,40.10486822227431,18.924585342407227,0.33,6.5,7.74,0,20.78,0.01,-0.04,0.04,-0.04,27.84,14.12,14.7,23.53,97,6.49,1010.88,14.5,630,1,118.15,322,0,56,10.56,56.86,62.35,2378,23.53,5.48,6.7,37.25,-3.12,0,2.34,-,0.09,6,40.1,18.92,-5.82,-35.22,26,2.91,14.17,27,2.84,4.94,20.25,18.33,8.01,13.95,0.1,0.76,10.98,259,24.81,24,21.57,22.5,42.42,4.94,20.25,13.95,0.26,145.13,83.89,61.24,-7.29,14.32,14.6,63
Wed Sep 28 06:41:46 GMT-03:00 2022,28-Sep-2022 06:41:50.365,-35.218830813271055,-5.820171221371648,7.125982284545898,6.0,40.23378190777717,20.52461051940918,-0.37,5.88,7.71,-0.04,20.78,0.07,-0.04,0.07,0,29.02,14.9,14.7,23.53,97,6.66,1010.83,14.5,630,1,117.74,322,0,57,6.24,64.31,50.98,1859.5,23.53,5.61,6.07,37.25,-3.12,-3.12,2.34,-,0.1,6,40.23,20.52,-5.82,-35.22,27,2.19,8.37,27,3.95,4.93,20.28,16.61,11.17,13.93,0.1,0.76,10.98,260,25.65,27,21.18,19.5,32.05,4.93,20.28,13.93,0.27,146.12,84.88,61.24,-7.94,14.32,14.6,59
Wed Sep 28 06:41:47 GMT-03:00 2022,28-Sep-2022 06:41:51.366,-35.218801254068076,-5.8200985904640365,7.923199653625488,6.0,40.669903254012766,20.370973587036133,-0.22,6.93,7.24,-0,20.78,0.05,-0.13,0,0.02,29.02,14.9,14.7,23.53,97,6.83,1010.78,14.5,637.4,1,117.55,322,0,57,5.74,63.14,54.9,1751,23.53,5.71,5.57,37.25,-3.12,1.56,-4.69,-,0.1,6,40.67,20.37,-5.82,-35.22,28,0.48,7.69,27,4.85,4.93,20.29,15.24,13.69,13.92,0.69,0.77,10.98,262,28.52,29,21.18,19.5,31.29,4.93,20.29,13.92,0.27,147.06,85.82,61.24,-6.8,14.4,14.7,57
Wed Sep 28 06:41:48 GMT-03:00 2022,28-Sep-2022 06:41:52.364,-35.2187711476631,-5.820024311638411,8.473769187927246,6.0,41.1330799400012,20.266071319580078,-0.14,6.06,7.73,-0.02,20.78,0.01,-0.05,0.04,-0.05,27.06,13.73,14.7,23.53,97,6.83,1010.73,14.5,637.4,1,117.53,322,0,57,5.74,63.14,55.69,1751,23.53,5.83,5.88,37.25,-3.12,1.56,0,-,0.1,6,41.13,20.27,-5.82,-35.22,23,0.48,7.69,27,4.93,4.93,20.29,16.08,13.94,13.92,0.79,0.81,10.98,263,30.51,29,21.18,19.5,31.29,4.93,20.29,13.92,0.27,148.11,86.87,61.24,-5.87,14.42,14.6,57
Wed Sep 28 06:41:49 GMT-03:00 2022,28-Sep-2022 06:41:53.364,-35.218743451529136,-5.819946142557424,8.890960693359375,6.0,41.54866327268772,19.93827247619629,-0.49,5.89,7.17,-0.08,22.35,-0.15,-0.03,-0.04,-0.19,30.2,15.29,14.7,23.53,97,7.02,1010.68,14.5,645.2,1,117.53,322,0,57,5.46,66.27,60.39,1716,23.53,5.83,5.88,37.25,-3.12,-0.78,0.78,-,0.1,6,41.55,19.94,-5.82,-35.22,24,0.49,7.33,27,4.93,4.93,20.29,16.08,13.94,13.92,0.16,0.8,12.16,263,32.01,31,21.96,18,30.4,4.93,20.29,13.92,0.28,149.1,87.86,61.24,-5.87,14.34,14.6,57
Wed Sep 28 06:41:50 GMT-03:00 2022,28-Sep-2022 06:41:54.364,-35.21871704890567,-5.819863707947219,9.435468673706055,6.0,41.88254858168369,19.676801681518555,-0.67,6.76,7.9,0.04,19.61,0.16,-0.17,0,0.14,22.75,11.76,14.7,23.53,97,7.23,1010.72,14.5,645.2,1,117.53,322,0,57,8.55,67.84,49.41,1734.5,23.53,5.95,5.88,37.25,-3.12,0,-1.56,-,0.1,6,41.88,19.68,-5.82,-35.22,23,1.99,11.46,27,5.28,4.93,20.28,16.08,14.9,13.93,0.81,0.79,9.41,264,33.97,34,21.18,18,47.06,4.93,20.28,13.93,0.29,150.13,88.89,61.24,-5.7,14.38,14.6,58
Wed Sep 28 06:41:51 GMT-03:00 2022,28-Sep-2022 06:41:55.364,-35.21868738323967,-5.819778187521395,9.858773231506348,6.0,41.868062868756375,20.139671325683594,-0.06,5.68,9.27,0.08,14.9,-0.06,0.01,0,-0.11,20.39,10.59,14.7,23.53,97,7.45,1010.64,14.5,645.2,1,117.6,322,0,57,8.55,48.63,49.41,1597,23.53,6,3.79,37.25,-3.91,2.34,3.12,-,0.1,6,41.87,20.14,-5.82,-35.22,25,1.03,11.46,27,8.98,4.96,20.15,10.36,25.37,14.02,0.08,0.79,4.71,265,35.49,35,17.25,3,47.06,4.96,20.15,14.02,0.3,151.12,89.88,61.24,-8.89,14.4,14.6,53
Wed Sep 28 06:41:52 GMT-03:00 2022,28-Sep-2022 06:41:56.363,-35.21865739912533,-5.819693622111979,9.728095054626465,6.0,41.904337353889325,20.185453414916992,-0.43,4.83,7.72,-0.1,14.9,-0.04,-0.03,0.01,-0.11,20.39,10.59,14.7,23.53,97,7.65,1010.65,14.5,650.2,1,118.35,322,0,57,8.55,45.49,25.49,1425.5,23.53,6.06,3.19,37.25,-3.12,-0.78,-2.34,-,0.1,6,41.9,20.19,-5.82,-35.22,23,1.49,11.46,27,10.98,5.01,19.96,8.72,31.02,14.15,0.62,0.78,4.71,266,35.02,34,18.04,20,47.06,5.01,19.96,14.15,0.31,152.12,90.88,61.24,-9.37,14.36,14.6,48
Wed Sep 28 06:41:53 GMT-03:00 2022,28-Sep-2022 06:41:57.366,-35.218627217887416,-5.819608917430049,9.862650871276855,6.0,42.07618329405755,20.41446304321289,-1.7,6.55,6.96,-0.04,20.39,0.09,-0.05,0.07,0.03,28.24,14.51,14.7,23.53,97,7.86,1010.68,14.5,650.2,1,119.46,322,0,57,3.62,55.69,48.63,2035.5,23.53,6.16,5.94,37.25,-3.12,-0.78,-2.34,-,0.11,6,42.08,20.41,-5.82,-35.22,23,0.02,4.85,27,5.73,5.02,19.94,16.24,16.18,14.17,0.78,0.76,10.59,267,35.51,35,20.78,21,16.97,5.02,19.94,14.17,0.32,153.08,91.83,61.24,-3.79,14.26,14.5,54
Wed Sep 28 06:41:54 GMT-03:00 2022,28-Sep-2022 06:41:58.364,-35.21859725938155,-5.819520006516521,10.192359924316406,6.0,42.2155477287864,19.79886245727539,-0.53,6.3,7.48,-0.03,19.22,-0.04,-0.04,-0.11,0,26.27,13.33,14.7,23.53,97,8.08,1010.62,14.5,650.2,1,119.6,322,0,58,3.31,58.04,52.16,1540,23.53,6.25,4.41,37.25,-3.12,-3.91,-2.34,-,0.11,6,42.22,19.8,-5.82,-35.22,23,0.49,4.44,27,7.93,5.04,19.85,12.08,22.39,14.23,0.14,0.76,9.8,268,36.69,36,18.43,18.5,20.54,5.04,19.85,14.23,0.32,154.12,92.87,61.24,-8.93,14.36,14.5,50
Wed Sep 28 06:41:55 GMT-03:00 2022,28-Sep-2022 06:41:59.365,-35.21856502618152,-5.819429521088901,10.590771675109863,6.0,42.35158206337086,19.6291446685791,-0.43,5.1,7.66,-0.09,16.86,-0.06,-0.11,-0.07,-0.06,22.35,11.37,14.7,23.53,97,8.3,1010.62,14.5,652.4,1,120.13,322,0,58,6.21,58.04,40.39,1413.5,23.53,6.34,4.52,37.25,-3.91,-3.91,-2.34,-,0.11,6,42.35,19.63,-5.82,-35.22,23,0.13,8.33,27,7.97,5.06,19.76,12.36,22.51,14.29,0.14,0.75,7.06,270,38.13,38,18.43,18.5,41.95,5.06,19.76,14.29,0.34,155.13,93.88,61.24,-6.96,14.36,14.6,50
Wed Sep 28 06:41:56 GMT-03:00 2022,28-Sep-2022 06:42:00.365,-35.21853180712901,-5.819338154527104,10.809765815734863,6.0,42.43701113292868,19.391315460205078,-0.96,6.21,7.81,-0,18.82,-0.01,-0.09,-0.08,0,21.18,10.98,14.7,23.53,97,8.3,1010.61,14.5,652.8,1,120.66,322,0,58,6.21,62.35,50.59,1419,23.53,6.4,3.46,37.25,-3.12,0,-1.56,-,0.11,6,42.44,19.39,-5.82,-35.22,23,0.13,8.33,27,10.98,5.1,19.59,9.47,31.02,14.42,0.87,0.75,9.02,271,38.92,38,19.61,18,41.95,5.1,19.59,14.42,0.34,156.13,94.89,61.24,-8.21,14.26,14.7,48
Wed Sep 28 06:41:57 GMT-03:00 2022,28-Sep-2022 06:42:01.364,-35.21849865441775,-5.819244076733569,11.063355445861816,6.0,42.51351742925965,19.309358596801758,-0.6,6.38,8,0.02,15.69,0,-0.18,-0.06,0.01,24.71,12.94,14.7,23.53,97,8.53,1010.59,14.5,652.8,1,120.66,322,0,58,4.02,50.2,45.1,1419,23.53,6.4,3.46,37.25,-3.91,-2.34,-1.56,-,0.11,6,42.51,19.31,-5.82,-35.22,22,0.08,5.4,27,10.98,5.1,19.59,9.47,31.02,14.42,0.08,0.85,5.88,272,39.83,39,16.86,18.5,27.08,5.1,19.59,14.42,0.34,157.12,95.88,61.24,-8.21,14.3,14.6,48
Wed Sep 28 06:41:58 GMT-03:00 2022,28-Sep-2022 06:42:02.366,-35.218464335983676,-5.819145527470972,11.209714889526367,6.0,42.57207271453604,19.21312141418457,-0.49,5.98,9.5,0.12,14.9,0.03,-0.14,-0.04,0.03,16.08,8.24,14.7,23.53,97,8.76,1010.62,14.5,653,1,123,322,0,59,3.72,56.86,29.41,1373.5,23.53,6.48,3.91,37.65,-3.91,-0.78,-2.34,-,0.11,6,42.57,19.21,-5.82,-35.22,22,0.17,4.99,27,9.98,5.14,19.45,10.69,28.2,14.52,0.84,0.82,5.1,272,40.35,40,17.65,-3,25.88,5.14,19.45,14.52,0.35,158.12,96.87,61.24,-7.42,14.34,14.6,48
Wed Sep 28 06:41:59 GMT-03:00 2022,28-Sep-2022 06:42:03.364,-35.21843067906831,-5.81905001210477,11.162424087524414,6.0,42.642492783219595,19.218103408813477,0.16,6.55,5.72,-0.14,14.9,-0.07,-0.1,-0.15,-0.02,16.08,8.24,14.7,23.53,97,8.99,1010.64,14.5,652.7,1,123.88,322,0,59,3.72,23.92,29.41,1243.5,23.53,6.5,1.27,37.65,-4.69,-7.03,-7.81,-,0.11,6,42.64,19.22,-5.82,-35.22,21,1.35,4.99,27,31.54,5.34,18.74,3.47,89.1,15.08,0.79,0.82,5.1,273,40.18,39,15.29,22.5,25.88,5.34,18.74,15.08,0.37,159.15,97.9,61.24,-12.13,14.36,14.5,40
Wed Sep 28 06:42:00 GMT-03:00 2022,28-Sep-2022 06:42:04.366,-35.21839635949554,-5.818955451988488,10.880365371704102,4.0,42.59581141575303,19.852428436279297,-0.53,5.37,7.87,-0.05,14.9,-0.11,-0.2,-0.04,-0.16,14.9,7.45,14.7,23.53,97,9.2,1010.63,14.5,652.7,1,128.59,322,0,59,3.72,25.88,27.06,1213.5,23.53,6.53,1.47,37.65,-7.03,-3.91,-5.47,-,0.11,4,42.6,19.85,-5.82,-35.22,23,2.18,4.99,27,26.55,5.49,18.21,4.02,74.99,15.52,0.51,0.85,4.31,274,39.17,38,13.33,0.5,25.88,5.49,18.21,15.52,0.38,160.12,98.88,61.24,-11.46,14.28,14.6,35
Wed Sep 28 06:42:01 GMT-03:00 2022,28-Sep-2022 06:42:05.364,-35.21836373277519,-5.818863626411163,10.656190872192383,4.0,42.62989810174051,19.943601608276367,-1.99,3.17,6.4,-0.27,12.55,0.02,-0.1,-0.01,0,14.9,7.45,14.7,23.53,97,9.4,1010.63,14.5,652.7,1,132.34,322,0,60,-,19.22,15.69,987,23.53,6.54,0.93,37.65,-7.03,-8.59,-5.47,-,0.11,4,42.63,19.94,-5.82,-35.22,23,2.17,-,27,40.77,5.5,18.19,2.55,115.18,15.53,0.51,0.85,2.75,275,38.36,37,12.55,21.5,-,5.5,18.19,15.53,0.39,161.14,99.9,61.24,-12.53,14.24,14.6,30
Wed Sep 28 06:42:02 GMT-03:00 2022,28-Sep-2022 06:42:06.364,-35.21833408918367,-5.8187797785120585,9.88354206085205,4.0,42.70238243945175,18.84014892578125,0.6,5.47,7.97,-0.04,12.55,-0.21,-0.2,-0.25,-0.14,14.9,7.45,14.7,23.53,97,9.56,1010.63,14.5,652,1,132.44,322,0,60,-,22.35,18.43,924,23.53,6.56,0.99,37.65,-8.59,-10.94,-8.59,-,0.11,4,42.7,18.84,-5.82,-35.22,22,6.36,-,27,37.22,5.5,18.18,2.72,105.14,15.54,0.85,0.83,2.35,277,35.58,32,12.55,21.5,-,5.5,18.18,15.54,0.4,162.13,100.89,61.24,-11.91,14.24,14.6,27
Wed Sep 28 06:42:03 GMT-03:00 2022,28-Sep-2022 06:42:07.364,-35.218306102946016,-5.818703517564861,9.07536792755127,4.0,42.65257566458877,19.736352920532227,-1.1,6.13,7.79,-0.01,16.47,-0.12,-0.05,-0.1,-0.11,24.71,14.12,14.7,23.53,97,9.71,1010.63,14.5,652,1,133.92,322,0,60,-,54.51,46.67,1794,23.53,6.65,5.05,38.04,-7.81,-10.94,-11.72,-,0.11,4,42.65,19.74,-5.82,-35.22,25,1.67,-,27,6.33,5.51,18.16,13.83,17.88,15.56,0.8,0.83,6.67,278,32.67,31,12.94,6,-,5.51,18.16,15.56,0.4,163.12,101.88,61.24,-0.43,14.16,14.4,44
Wed Sep 28 06:42:04 GMT-03:00 2022,28-Sep-2022 06:42:08.364,-35.21827684135013,-5.818624402448101,9.016901016235352,6.0,42.75185344398636,19.63674545288086,0.03,5.43,8.08,-0.03,16.86,-0.01,0.04,0.06,-0.1,17.65,9.41,14.7,21.96,97,9.71,1010.66,14.5,649.1,1,133.92,322,0,60,-,54.51,35.29,1794,21.96,6.65,5.05,38.04,-3.91,-7.81,-5.47,-,0.11,6,42.75,19.64,-5.82,-35.22,25,1.67,-,27,6.33,5.51,18.16,13.83,17.88,15.56,0.06,0.83,7.84,278,32.46,31,18.82,21.5,-,5.51,18.16,15.56,0.4,164.14,102.9,61.24,-0.43,14.36,14.6,44
Wed Sep 28 06:42:05 GMT-03:00 2022,28-Sep-2022 06:42:09.364,-35.218246881383536,-5.818543455547055,9.352136611938477,6.0,42.65329210793845,19.63523292541504,-1.06,6.21,6.95,-0.07,19.22,-0.03,-0.06,-0.01,-0.06,25.49,12.94,14.7,21.96,97,9.88,1010.69,14.5,647.8,1,134.06,322,0,60,5.38,50.2,45.1,1526,21.96,6.76,4.77,38.04,-3.91,-2.34,-0.78,-,0.12,6,42.65,19.64,-5.82,-35.22,21,0.54,7.21,27,6.5,5.51,18.14,13.05,18.36,15.58,0.09,0.78,9.41,279,33.67,33,19.22,21,33.65,5.51,18.14,15.58,0.41,165.14,103.9,61.24,-7.67,14.36,14.5,44
Wed Sep 28 06:42:06 GMT-03:00 2022,28-Sep-2022 06:42:10.365,-35.218217069034885,-5.81846279708904,9.757959365844727,6.0,42.56266401762626,19.680631637573242,-1.07,5.15,7.47,-0.09,14.51,-0.1,-0.14,-0.08,-0.11,25.49,12.94,14.7,21.57,97,10.05,1010.68,14.5,647.8,1,134.24,322,0,60,3.51,50.2,45.1,1859.5,21.57,6.84,4.85,38.04,-4.69,1.56,0.78,-,0.12,6,42.56,19.68,-5.82,-35.22,22,0.33,4.71,27,6.8,5.52,18.11,13.27,19.22,15.6,0.85,0.75,4.31,280,35.13,34,19.22,2,18.03,5.52,18.11,15.6,0.42,166.11,104.87,61.24,-6.33,14.36,14.5,47
Wed Sep 28 06:42:07 GMT-03:00 2022,28-Sep-2022 06:42:11.364,-35.21818697600773,-5.818378234239234,9.974516868591309,6.0,42.44084538589165,19.438892364501953,-1.01,4.24,9.07,0,14.51,0.06,-0.15,-0.04,0.07,14.9,7.45,14.7,21.57,97,10.22,1010.7,14.5,647,1,134.46,322,0,60,3.17,22.35,24.71,1353,21.57,6.87,1.45,38.04,-7.81,-4.69,-5.47,-,0.12,6,42.44,19.44,-5.82,-35.22,21,0.13,4.25,27,23.43,5.65,17.7,3.97,66.2,15.96,0.88,0.74,4.31,281,35.91,35,13.33,2,22.39,5.65,17.7,15.96,0.43,167.14,105.9,61.24,-12.5,14.34,14.5,39
Wed Sep 28 06:42:08 GMT-03:00 2022,28-Sep-2022 06:42:12.364,-35.218158260718916,-5.818294160188937,9.620244026184082,6.0,42.42155286507628,19.042274475097656,0,4.68,9.27,0.03,12.94,-0.03,-0.07,-0.3,0.09,14.9,7.45,14.7,21.57,97,10.37,1010.75,14.5,647,1,137.53,322,0,60,3.17,30.98,18.82,921.5,21.57,6.89,1.37,38.04,-7.81,-8.59,-9.38,-,0.12,6,42.42,19.04,-5.82,-35.22,22,4.91,4.25,27,25.61,5.79,17.27,3.74,72.33,16.35,0.81,0.74,3.14,282,34.63,31,13.73,3,22.39,5.79,17.27,16.35,0.44,168.11,106.87,61.24,-11.91,14,14.5,33
Wed Sep 28 06:42:09 GMT-03:00 2022,28-Sep-2022 06:42:13.365,-35.21813489671238,-5.818223141422917,8.338288307189941,4.0,42.6954394411854,18.3260498046875,-0.58,4.52,8.83,-0.01,13.33,0.08,-0.14,-0.22,0.17,14.9,7.45,14.7,21.57,97,10.48,1010.86,14.5,647,1,143.83,322,0,60,3.17,31.76,26.27,956,21.57,6.92,1.48,38.82,-6.25,-5.47,-9.38,-,0.12,4,42.7,18.33,-5.82,-35.22,24,8.63,4.25,27,20.94,5.89,16.97,4.05,59.16,16.65,0.81,0.74,3.53,283,30.02,26,13.73,3.5,22.39,5.89,16.97,16.65,0.45,169.12,107.88,61.24,-10.37,14.34,14.4,32
Wed Sep 28 06:42:10 GMT-03:00 2022,28-Sep-2022 06:42:14.365,-35.21811582151263,-5.818167175561507,6.644320964813232,4.0,42.4124162243368,18.948122024536133,-0.02,4.07,9.14,-0.01,13.33,0.11,-0.09,-0.08,0.16,14.9,7.45,14.7,21.57,97,10.48,1010.86,14.5,646,1,147.93,322,0,60,3.17,31.76,25.88,1004.5,21.57,6.95,1.45,39.22,-7.03,-5.47,-4.69,-,0.12,4,42.41,18.95,-5.82,-35.22,21,8.63,4.25,27,17.92,5.98,16.73,3.97,50.62,16.88,0.07,0.74,3.53,285,23.92,26,13.73,3.5,22.39,5.98,16.73,16.88,0.45,170.14,108.9,61.24,-10.6,14.34,14.5,31
Wed Sep 28 06:42:11 GMT-03:00 2022,28-Sep-2022 06:42:15.365,-35.21810024782971,-5.818122678153145,5.285091400146484,4.0,42.17097600378975,18.8458309173584,-0.41,4.6,8.39,-0.05,13.33,-0.01,-0.15,-0.13,0.03,14.9,7.45,14.7,21.57,97,10.53,1010.9,14.5,645,1,150.01,322,0,60,-,29.41,23.14,1004.5,21.57,6.97,1.36,39.22,-7.03,-0.78,0,-,0.12,4,42.17,18.85,-5.82,-35.22,24,4.92,-,27,13.98,6.03,16.58,3.72,39.48,17.04,0.26,0.73,3.53,286,19.03,19,13.33,6.5,-,6.03,16.58,17.04,0.45,171.14,109.9,61.24,-11.02,14.36,14.5,29
Wed Sep 28 06:42:12 GMT-03:00 2022,28-Sep-2022 06:42:16.365,-35.21808733562327,-5.8180847596808,4.470481872558594,4.0,42.02024110050139,18.5145320892334,-0.74,4.05,9.41,0.02,13.33,0.01,-0.03,-0.11,0.06,14.9,7.45,14.7,21.57,97,10.57,1010.94,14.5,645,1,150.01,322,0,60,-,29.02,26.67,956.5,21.57,6.97,1.36,39.22,-7.03,-3.12,-4.69,-,0.12,4,42.02,18.51,-5.82,-35.22,25,3.03,-,27,13.98,6.03,16.58,3.72,39.48,17.04,0.83,0.73,3.53,286,16.09,16,13.73,6.5,-,6.03,16.58,17.04,0.46,172.11,110.87,61.24,-11.02,14.34,14.5,29
Wed Sep 28 06:42:13 GMT-03:00 2022,28-Sep-2022 06:42:17.365,-35.21807660071758,-5.8180540155162515,3.5235002040863037,4.0,41.72891449748373,18.884614944458008,-0.34,4.44,8.95,-0.01,13.33,0,-0.06,-0.16,0.06,14.9,7.45,14.7,21.57,97,10.58,1010.96,14.5,643.4,1,154.41,322,0,60,-,31.76,26.67,930.5,21.57,7,1.47,40,-7.03,-3.91,-3.12,-,0.12,4,41.73,18.88,-5.82,-35.22,27,4.09,-,27,10.89,6.06,16.49,4.02,30.76,17.13,0.08,0.72,3.14,287,12.68,12,13.73,1.5,-,6.06,16.49,17.13,0.46,173.12,111.88,61.24,-10.55,14.36,14.6,28
Wed Sep 28 06:42:14 GMT-03:00 2022,28-Sep-2022 06:42:18.364,-35.218068788941736,-5.818030965758504,2.505063056945801,4.0,41.4986635319743,19.570045471191406,-0.25,4.54,8.73,-0.02,13.33,0,-0.06,-0.17,0.07,14.9,7.45,14.7,21.57,97,10.56,1010.95,14.5,643.4,1,158.3,322,0,61,-,32.94,25.49,909.5,21.57,7.03,1.51,40.78,-7.03,0,0,-,0.12,4,41.5,19.57,-5.82,-35.22,23,4.68,-,27,7.95,6.08,16.45,4.13,22.46,17.17,0.73,0.71,3.14,288,9.02,8,13.73,5,-,6.08,16.45,17.17,0.46,174.14,112.9,61.24,-10.33,14.4,14.6,28
Wed Sep 28 06:42:15 GMT-03:00 2022,28-Sep-2022 06:42:19.365,-35.21806424966031,-5.818015348851895,1.712546467781067,4.0,41.38149999682201,18.7956600189209,-0.44,4.55,8.96,-0,13.73,0.02,-0.07,-0.14,0.08,14.9,7.45,14.7,21.57,97,10.52,1010.94,14.5,642.3,1,158.63,322,0,61,-,34.12,28.24,888,21.57,7.06,1.49,40.78,-7.03,-2.34,0,-,0.12,4,41.38,18.8,-5.82,-35.22,24,5.02,-,27,5.37,6.07,16.47,4.08,15.16,17.15,0.73,0.71,3.53,289,6.17,4,14.12,9,-,6.07,16.47,17.15,0.47,175.14,113.89,61.24,-10.29,14.28,14.5,28
Wed Sep 28 06:42:16 GMT-03:00 2022,28-Sep-2022 06:42:20.364,-35.21806182694163,-5.818007954648861,0.8083398342132568,6.0,41.29319212251256,19.94701385498047,-0.48,5.29,8.43,-0.01,13.33,0,-0.06,-0.08,0.03,14.9,7.45,14.7,21.57,97,10.45,1010.96,14.5,642.3,1,166.13,322,0,61,-,32.55,28.63,781,21.57,7.08,1.22,42.75,-7.03,-6.25,-3.91,-,0.12,6,41.29,19.95,-5.82,-35.22,23,2.91,-,27,3.29,6.05,16.52,3.33,9.28,17.1,0.78,0.71,3.53,291,2.91,0,14.12,9,-,6.05,16.52,17.1,0.47,176.12,114.74,61.38,-10.98,14.28,14.6,27
Wed Sep 28 06:42:17 GMT-03:00 2022,28-Sep-2022 06:42:21.365,-35.218060804891664,-5.818002919981546,0.4171842932701111,6.0,41.25233476871234,19.70296287536621,-0.47,5.56,8.09,-0.02,12.94,0,-0.06,-0.07,0.03,14.9,7.45,14.7,21.57,97,10.45,1010.97,14.5,640.7,1,166.13,322,0,61,-,32.55,27.06,781,21.57,7.08,1.22,44.31,-7.81,-6.25,-7.03,-,0.12,6,41.25,19.7,-5.82,-35.22,26,2.91,-,27,3.29,6.05,16.52,3.33,9.28,17.1,0.74,0.71,3.14,292,1.5,0,13.33,6,-,6.05,16.52,17.1,0.47,177.14,114.74,62.4,-10.98,14.2,14.4,27
Wed Sep 28 06:42:18 GMT-03:00 2022,28-Sep-2022 06:42:22.366,-35.2180582501914,-5.817999221100929,0.3732631206512451,4.0,41.26179064201895,19.729598999023438,-0.53,5.07,8.55,-0.01,12.94,0,-0.06,-0.1,0.04,14.9,7.45,14.7,21.57,97,10.38,1010.99,14.5,639.7,1,171.7,322,0,61,-,32.94,27.06,763.5,21.57,7.11,1.21,44.31,-7.81,-3.91,-3.12,-,0.12,4,41.26,19.73,-5.82,-35.22,24,1.5,-,27,0,6.05,16.52,3.3,0,17.1,0.06,0.7,3.14,292,1.34,0,13.33,5,-,6.05,16.52,17.1,0.47,178.12,114.74,63.38,-10.53,14.34,14.5,27
Wed Sep 28 06:42:19 GMT-03:00 2022,28-Sep-2022 06:42:23.366,-35.21805839844352,-5.81799603087332,0.30351999402046204,4.0,41.218092999512095,19.68845558166504,-0.5,5.09,8.48,-0.02,13.33,0,-0.07,-0.11,0.04,14.9,7.45,14.7,21.57,97,10.31,1010.97,14.5,639.7,1,171.65,322,0,61,-,34.12,27.06,766.5,21.57,7.13,1.41,44.31,-7.03,-0.78,0,-,0.12,4,41.22,19.69,-5.82,-35.22,24,1.34,-,27,0,6.05,16.53,3.86,0,17.09,0.06,0.7,3.53,293,1.09,0,13.73,0,-,6.05,16.53,17.09,0.47,179.12,114.74,64.39,-9.75,14.4,14.6,28
