GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Air Fuel Ratio(Commanded)(:1),Alcohol Fuel Percentage(%),Android device Battery Level(%),Average trip speed(whilst stopped or moving)(km/h),Barometer (on Android device)(mb),Barometric pressure (from vehicle)(psi),Catalyst Temperature (Bank 1 Sensor 1)(°C),Commanded Equivalence Ratio(lambda),Distance to empty (Estimated)(km),Distance travelled since codes cleared(km),Distance travelled with MIL/CEL lit(km),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine Load(Absolute)(%),Engine RPM(rpm),Ethanol Fuel %(%),Fuel cost (trip)(cost),Fuel flow rate/hour(l/hr),Fuel Level (From Engine ECU)(%),Fuel Trim Bank 1 Long Term(%),Fuel Trim Bank 1 Short Term(%),Fuel trim Bank 1 Sensor 1(%),Fuel trim Bank 1 Sensor 2(%),Fuel used (trip)(l),GPS Accuracy(m),GPS Altitude(m),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Mass Air Flow Rate(g/s),Miles Per Gallon(Instant)(mpg),Miles Per Gallon(Long Term Average)(mpg),O2 Bank 1 Sensor 1 Voltage(V),O2 Bank 1 Sensor 2 Voltage(V),Relative Throttle Position(%),Run time since engine start(s),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Timing Advance(°),Torque(Nm),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Trip Distance(km),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(psi),Voltage (Control Module)(V),Voltage (OBD Adapter)(V),Volumetric Efficiency (Calculated)(%)
Wed Sep 28 06:39:42 GMT-03:00 2022,28-Sep-2022 06:39:46.367,-35.22079092812792,-5.820118626165996,0.7704839706420898,6.0,44.844425442591465,273.0102844238281,0.4,4.97,8.46,-0.02,13.33,0,0.01,-0.11,0.04,14.9,7.45,14.7,23.53,98,2.16,1011.47,14.65,440.9,1,55.17,322,0,42,0.43,29.02,28.63,881.5,23.53,0.59,1.27,41.18,-6.25,-3.12,-3.12,-,0.01,6,44.84,273.01,-5.82,-35.22,19,2.44,0.58,27,3.15,2.15,46.46,3.47,8.91,6.08,0.69,0.46,3.53,136,2.77,5,13.73,4.5,4.69,2.15,46.46,6.08,0.01,22.14,13.65,8.49,-10.61,14.36,14.7,32
Wed Sep 28 06:39:43 GMT-03:00 2022,28-Sep-2022 06:39:47.364,-35.22079863908129,-5.820119313425471,0.584222674369812,6.0,44.917975768994346,272.6225891113281,0.38,5.42,8.86,0.03,13.33,0.03,0.01,-0.08,0.06,14.9,7.45,14.7,23.53,98,2.2,1011.49,14.65,440.9,1,56.72,322,0,42,0.43,30.98,26.27,864,23.53,0.61,1.38,41.18,-6.25,0,0,-,0.01,6,44.92,272.62,-5.82,-35.22,19,0.23,0.58,27,3.63,2.23,44.84,3.77,10.25,6.3,0.32,0.46,3.14,137,2.1,3,13.73,6,4.69,2.23,44.84,6.3,0.01,23.09,14.61,8.49,-10.63,14.42,14.6,31
Wed Sep 28 06:39:44 GMT-03:00 2022,28-Sep-2022 06:39:48.365,-35.220807960705415,-5.8201130937630525,0.7787737250328064,6.0,45.03082799150614,277.1105041503906,-0.13,5.75,8.02,-0.02,13.33,0,-0.04,-0.03,0,14.9,7.45,14.7,23.53,98,2.19,1011.5,14.65,444.2,1,59.89,322,0,42,0.43,31.37,27.84,780,23.53,0.63,1.3,41.96,-7.03,0,0,-,0.01,6,45.03,277.11,-5.82,-35.22,22,0.1,0.58,27,2.31,2.23,44.76,3.55,6.53,6.31,0.85,0.46,3.14,138,2.8,2,13.33,4.5,4.69,2.23,44.76,6.31,0.01,24.13,15.64,8.49,-10.79,14.36,14.6,30
Wed Sep 28 06:39:45 GMT-03:00 2022,28-Sep-2022 06:39:49.368,-35.22081464192456,-5.82011128156965,0.665406346321106,6.0,45.1273201725477,289.5653381347656,0.05,5.85,7.88,-0.03,13.33,0,-0.02,-0.02,-0.01,14.9,7.45,14.7,23.53,98,2.18,1011.54,14.65,444.2,1,60,322,0,42,-,30.98,27.45,773.5,23.53,0.65,1.24,41.96,-7.03,-3.12,-3.12,-,0.01,6,45.13,289.57,-5.82,-35.22,23,0.8,-,27,1.62,2.2,45.35,3.38,4.57,6.23,0.82,0.46,3.14,139,2.4,2,13.33,6.5,-,2.2,45.35,6.23,0.02,25.13,16.64,8.49,-10.58,14.34,14.6,29
Wed Sep 28 06:39:46 GMT-03:00 2022,28-Sep-2022 06:39:50.365,-35.22081967899454,-5.82010949821862,0.6850914359092712,6.0,45.15224369010744,292.66558837890625,0.12,5,8.66,-0.01,13.33,0.01,-0.02,-0.11,0.05,14.9,7.45,14.7,23.53,98,2.09,1011.54,14.65,444.2,1,59.21,322,0,42,-,30.59,27.84,789,23.53,0.67,1.26,41.96,-6.25,-5.47,-3.91,-,0.01,6,45.15,292.67,-5.82,-35.22,22,2.4,-,27,1.59,2.18,45.93,3.44,4.49,6.15,0.38,0.45,3.14,140,2.47,0,13.73,5,-,2.18,45.93,6.15,0.02,26.13,17,9.13,-10.47,14.42,14.6,29
Wed Sep 28 06:39:47 GMT-03:00 2022,28-Sep-2022 06:39:51.366,-35.22081967899454,-5.82010949821862,0.0,6.0,45.07884489159535,292.66558837890625,0.03,5.87,7.95,-0.02,13.33,0,-0.02,-0.01,0,14.9,7.45,14.7,23.53,98,2,1011.52,14.65,444.2,1,56.28,322,0,43,-,32.16,27.84,808,23.53,0.69,1.34,40.39,-6.25,-1.56,-0.78,-,0.01,6,45.08,292.67,-5.82,-35.22,23,2.47,-,27,0,2.17,46.03,3.66,0,6.14,0.08,0.45,3.14,141,0,0,13.73,3,-,2.17,46.03,6.14,0.02,27.08,17,10.08,-10.29,14.4,14.6,29
Wed Sep 28 06:39:48 GMT-03:00 2022,28-Sep-2022 06:39:52.365,-35.22081967899454,-5.82010949821862,0.0,6.0,44.28258347160428,292.66558837890625,0.09,5.88,7.89,-0.02,13.73,0,-0.01,0,-0.02,14.9,7.45,14.7,23.53,98,1.92,1011.48,14.65,447,1,56.16,322,0,43,-,33.73,29.41,843.5,23.53,0.72,1.46,40.39,-6.25,1.56,2.34,-,0.01,6,44.28,292.67,-5.82,-35.22,23,0,-,27,0,2.17,46.12,3.99,0,6.12,0.16,0.45,3.53,142,0,0,13.73,-1.5,-,2.17,46.12,6.12,0.02,28,17,11.01,-10.01,14.36,14.6,29
Wed Sep 28 06:39:49 GMT-03:00 2022,28-Sep-2022 06:39:53.365,-35.22081967899454,-5.82010949821862,0.0,6.0,43.60148533339226,292.66558837890625,0.17,6.04,7.67,-0.03,14.12,0,-0.01,0,-0.03,14.9,7.45,14.7,23.53,98,1.85,1011.5,14.65,447,1,54.96,322,0,43,-,38.04,34.51,840.5,23.53,0.75,1.64,39.61,-5.47,2.34,2.34,-,0.01,6,43.6,292.67,-5.82,-35.22,23,0,-,27,0,2.16,46.21,4.49,0,6.11,0.16,0.46,4.31,143,0,0,14.12,6,-,2.16,46.21,6.11,0.02,29.14,17,12.14,-9.65,13.64,14.5,30
Wed Sep 28 06:39:50 GMT-03:00 2022,28-Sep-2022 06:39:54.366,-35.22081967899454,-5.82010949821862,0.0,6.0,43.42309296346429,292.66558837890625,0.43,5.97,7.86,-0.02,14.12,0,0,0,-0.02,14.9,7.45,14.7,23.53,98,1.78,1011.49,14.65,449.5,1,54.86,322,0,43,-,39.22,34.51,809.5,23.53,0.78,1.64,39.61,-5.47,2.34,2.34,-,0.01,6,43.42,292.67,-5.82,-35.22,24,0,-,27,0,2.16,46.29,4.49,0,6.1,0.85,0.46,3.92,145,0,0,14.12,6,-,2.16,46.29,6.1,0.02,30.14,17,13.15,-9.63,13.64,13.9,31
Wed Sep 28 06:39:51 GMT-03:00 2022,28-Sep-2022 06:39:55.368,-35.22081967899454,-5.82010949821862,0.0,6.0,43.348587132010536,292.66558837890625,0.17,5.96,7.79,-0.03,13.73,0,-0.01,0,-0.02,14.9,7.45,14.7,23.53,98,1.71,1011.48,14.65,449.5,1,52.59,322,0,43,-,39.22,33.73,816,23.53,0.81,1.58,38.04,-5.47,-2.34,-2.34,-,0.01,6,43.35,292.67,-5.82,-35.22,25,0,-,27,0,2.16,46.38,4.33,0,6.09,0.8,0.46,3.92,146,0,0,14.12,3.5,-,2.16,46.38,6.09,0.02,31.13,17,14.13,-9.62,14.26,14.5,32
Wed Sep 28 06:39:52 GMT-03:00 2022,28-Sep-2022 06:39:56.364,-35.22081967899454,-5.82010949821862,0.0,6.0,43.09570070347887,292.66558837890625,0.25,6.49,7.35,-0.03,13.73,-0.01,0.01,0.03,-0.07,14.9,10.59,14.7,23.53,98,1.71,1011.51,14.65,452.4,1,52.59,322,0,43,-,38.04,37.25,816,23.53,0.81,1.58,38.04,-5.47,0,0.78,-,0.01,6,43.1,292.67,-5.82,-35.22,22,0,-,27,0,2.16,46.38,4.33,0,6.09,0.09,0.46,3.92,146,0,0,14.12,4.5,-,2.16,46.38,6.09,0.02,32.11,17,15.11,-9.62,14.36,14.6,32
Wed Sep 28 06:39:53 GMT-03:00 2022,28-Sep-2022 06:39:57.366,-35.2208211731086,-5.820108781875082,0.4116048812866211,6.0,42.859066681148896,308.9476623535156,0.91,6.34,7.2,-0.04,17.65,-0.01,0.06,0.02,-0.08,28.24,10.59,14.7,23.53,98,1.66,1011.55,14.65,455.2,1,51.95,322,0,44,-,49.02,37.25,1097,23.53,0.86,2.67,37.65,-3.91,-1.56,-2.34,-,0.01,6,42.86,308.95,-5.82,-35.22,25,0,-,27,0,2.15,46.46,7.3,0,6.08,0.82,0.46,7.45,147,1.48,0,16.47,17,-,2.15,46.46,6.08,0.02,33.11,17,16.11,-6.24,14.34,14.6,38
Wed Sep 28 06:39:54 GMT-03:00 2022,28-Sep-2022 06:39:58.364,-35.22082455396735,-5.820097632678787,1.253842830657959,6.0,42.00064721380247,331.4397888183594,0.99,6.31,6.58,-0.09,17.65,0.02,-0.01,0.06,-0.05,28.24,14.51,14.7,23.53,98,1.73,1011.5,14.65,455.2,1,51.86,322,0,44,1.59,50.2,47.06,1389,23.53,0.93,3.48,37.65,-3.91,-3.12,-2.34,-,0.02,6,42,331.44,-5.82,-35.22,25,2.52,2.13,27,0,2.15,46.53,9.52,0,6.07,0.09,0.46,9.41,148,4.51,4,19.22,17,10.92,2.15,46.53,6.07,0.02,34.12,17.63,16.49,-6.49,14.4,14.6,43
Wed Sep 28 06:39:55 GMT-03:00 2022,28-Sep-2022 06:39:59.366,-35.220829552296735,-5.820088306879116,0.3520180583000183,6.0,42.04851093357387,355.7181396484375,1.71,6.09,7.01,-0.06,19.22,-0.03,0.14,0,-0.1,30.2,15.29,14.7,23.53,98,1.9,1011.46,14.65,455.2,1,49.62,322,0,44,1.91,58.82,52.94,1625.5,23.53,1.02,4.91,36.08,-3.12,-0.78,-2.34,-,0.02,6,42.05,355.72,-5.82,-35.22,25,2.49,2.56,27,0.81,2.1,47.52,13.44,2.3,5.95,0.75,0.46,9.41,149,1.27,7,19.61,19.5,11.21,2.1,47.52,5.95,0.02,35.08,18.6,16.49,-5.55,14.38,14.6,47
Wed Sep 28 06:39:56 GMT-03:00 2022,28-Sep-2022 06:40:00.364,-35.22083110614228,-5.820080843073156,1.3614379167556763,6.0,42.01851172772995,2.716395378112793,-0.11,6.06,7.89,-0.01,18.82,0.09,0.01,0.07,0.02,28.63,14.9,14.7,23.53,98,2.16,1011.47,14.65,464.9,1,48.07,322,0,44,2.57,50.2,47.84,1790,23.53,1.11,4.64,35.69,-3.12,2.34,-2.34,-,0.02,6,42.02,2.72,-5.82,-35.22,23,5.1,3.45,27,1.51,2.09,47.95,12.69,4.26,5.89,0.75,0.46,9.02,151,4.9,10,19.61,19.5,13.71,2.09,47.95,5.89,0.02,36.06,19.57,16.49,-7.31,14.38,14.6,48
Wed Sep 28 06:39:57 GMT-03:00 2022,28-Sep-2022 06:40:01.365,-35.22082834724414,-5.820061279089839,3.2588045597076416,6.0,42.36275001896902,29.723297119140625,0.27,6.51,7.75,0.01,17.25,0.03,0,0.04,-0.02,28.63,14.9,14.7,23.53,98,2.16,1011.42,14.65,473.1,1,48.07,322,0,44,2.57,50.2,47.84,1790,23.53,1.11,4.64,35.69,-3.91,2.34,-1.56,-,0.02,6,42.36,29.72,-5.82,-35.22,21,5.1,3.45,27,1.51,2.09,47.95,12.69,4.26,5.89,0.82,0.46,7.45,151,11.73,10,18.82,21,13.71,2.09,47.95,5.89,0.02,37.07,20.59,16.49,-7.31,14.4,14.6,48
Wed Sep 28 06:39:58 GMT-03:00 2022,28-Sep-2022 06:40:02.365,-35.220810702447224,-5.820036243209803,3.6610050201416016,6.0,43.184159221391916,27.81719207763672,-0.4,6.49,8.06,0.03,17.25,-0.06,0.05,0.03,-0.16,23.92,12.16,14.7,23.53,98,2.48,1011.4,14.65,473.1,1,46.06,322,0,44,2.43,44.71,35.69,1776.5,23.53,1.23,4.09,34.51,-3.91,-0.78,0.78,-,0.02,6,43.18,27.82,-5.82,-35.22,22,1.27,3.26,27,2.45,2.1,47.7,11.19,6.91,5.92,0.16,0.48,7.45,152,13.18,13,19.22,21.5,13.08,2.1,47.7,5.92,0.03,38.1,21.61,16.49,-8.77,14.34,14.6,46
Wed Sep 28 06:39:59 GMT-03:00 2022,28-Sep-2022 06:40:03.365,-35.22079191669564,-5.820006836351291,3.6987874507904053,6.0,42.790066210980264,29.04738998413086,-1.94,4.81,9.07,0.04,19.61,0.06,-0.22,-0.12,0.1,27.06,13.73,14.7,23.53,98,2.88,1011.43,14.65,480.2,1,46.31,322,0,44,3.86,42.75,46.27,1877.5,23.53,1.32,4.06,34.51,-3.12,-4.69,0.78,-,0.02,6,42.79,29.05,-5.82,-35.22,20,2.68,5.17,27,3.2,2.13,46.95,11.11,9.04,6.02,0.16,0.48,9.8,154,13.32,16,19.22,21.5,19.62,2.13,46.95,6.02,0.03,39.14,22.66,16.49,-8.77,14.34,14.7,44
Wed Sep 28 06:40:00 GMT-03:00 2022,28-Sep-2022 06:40:04.363,-35.2207720736434,-5.819971855317794,3.7540719509124756,6.0,42.094275381982904,26.433090209960938,-1.12,6.68,7.28,-0.01,17.65,0.03,-0.13,0.1,-0.08,24.31,12.55,14.7,23.53,98,2.88,1011.38,14.65,488.1,1,46.31,322,0,44,3.86,42.75,37.25,1877.5,23.53,1.32,4.06,34.51,-3.91,-4.69,-4.69,-,0.02,6,42.09,26.43,-5.82,-35.22,21,2.68,5.17,27,3.2,2.13,46.95,11.11,9.04,6.02,0.29,0.54,7.84,154,13.51,16,17.65,23,19.62,2.13,46.95,6.02,0.03,40.11,23.62,16.49,-8.77,14.4,14.6,44
Wed Sep 28 06:40:01 GMT-03:00 2022,28-Sep-2022 06:40:05.363,-35.22075534293768,-5.819931169200093,4.242698669433594,8.0,41.287249250474154,24.135053634643555,-0.37,5.83,9.19,0.08,15.29,-0.05,-0.05,-0.02,-0.07,17.65,9.02,14.7,23.53,97,3.26,1011.35,14.65,488.1,1,47.58,322,0,45,3.86,41.18,37.25,1765.5,23.53,1.4,3.82,34.9,-3.91,-5.47,-6.25,-,0.02,8,41.29,24.14,-5.82,-35.22,17,2.49,5.17,27,4.19,2.19,45.65,10.44,11.85,6.19,0.69,0.62,5.49,155,15.27,16,17.65,24,19.62,2.19,45.65,6.19,0.04,41.08,24.59,16.49,-9.42,14.42,14.6,42
Wed Sep 28 06:40:02 GMT-03:00 2022,28-Sep-2022 06:40:06.366,-35.22073578861941,-5.81989127100555,4.101348876953125,8.0,41.04065671689156,22.484325408935547,-2.29,5.5,7.12,-0.08,15.29,-0.11,-0.05,-0.24,-0.01,17.65,9.02,14.7,23.53,97,3.58,1011.33,14.65,488.1,1,49.49,322,0,45,3.86,21.57,26.67,1227,23.53,1.43,1.34,35.29,-6.25,-6.25,-7.03,-,0.02,8,41.04,22.48,-5.82,-35.22,19,0.27,5.17,27,11.96,2.47,40.49,3.66,33.79,6.98,0.87,0.69,5.49,156,14.76,15,13.33,4.5,19.62,2.47,40.49,6.98,0.04,42.08,25.59,16.49,-12.7,14.34,14.6,35
Wed Sep 28 06:40:03 GMT-03:00 2022,28-Sep-2022 06:40:07.364,-35.22071937731132,-5.819853476314345,3.5631189346313477,8.0,41.15133205280868,22.836130142211914,-0.44,4.47,8.81,-0.02,12.94,-0.03,-0.17,-0.12,0,14.9,7.45,14.7,23.53,97,3.81,1011.31,14.65,495.2,1,55.79,322,0,45,-,24.31,20,899.5,23.53,1.45,1.11,35.29,-6.25,-9.38,-7.03,-,0.02,8,41.15,22.84,-5.82,-35.22,21,2.76,-,27,13.46,2.78,36.03,3.05,38.01,7.84,0.87,0.69,3.14,157,12.83,12,14.51,1.5,-,2.78,36.03,7.84,0.05,43.1,26.62,16.49,-12.31,14.34,14.6,30
Wed Sep 28 06:40:04 GMT-03:00 2022,28-Sep-2022 06:40:08.364,-35.220703791263674,-5.819822760396477,2.7666516304016113,8.0,41.14153147519475,34.81089782714844,-0.32,5.72,8.42,0.01,13.33,0.05,-0.04,-0.01,0.04,14.9,7.45,14.7,23.53,97,3.92,1011.34,14.65,495.2,1,64.08,322,0,45,-,30.2,26.27,916.5,23.53,1.47,1.36,36.08,-6.25,-12.5,-10.16,-,0.03,8,41.14,34.81,-5.82,-35.22,20,4.83,-,27,8.83,2.94,34.03,3.72,24.93,8.3,0.85,0.76,3.53,158,9.96,8,13.73,16.5,-,2.94,34.03,8.3,0.05,44.15,27.66,16.49,-10.76,13.02,13.2,29
Wed Sep 28 06:40:05 GMT-03:00 2022,28-Sep-2022 06:40:09.364,-35.22068658257219,-5.819798736350941,2.2644782066345215,6.0,40.85930110373409,38.92611312866211,-0.84,5.65,8.34,0,13.73,0.02,-0.05,-0.04,0.03,17.25,11.37,14.7,23.53,97,3.92,1011.31,14.65,497.5,1,64.08,322,0,45,-,30.2,39.22,916.5,23.53,1.47,1.36,36.86,-6.25,-12.5,-13.28,-,0.03,6,40.86,38.93,-5.82,-35.22,21,4.83,-,27,8.83,2.94,34.03,3.72,24.93,8.3,0.59,0.84,3.53,160,8.15,8,13.73,16.5,-,2.94,34.03,8.3,0.05,45.14,28.66,16.49,-10.76,13.32,13.6,29
Wed Sep 28 06:40:06 GMT-03:00 2022,28-Sep-2022 06:40:10.364,-35.220671615173785,-5.819782231824154,2.0361599922180176,6.0,41.28261332187362,41.19521713256836,0.38,6.6,9.29,0.14,16.86,0.12,-0.13,-0.05,0.15,23.92,12.16,14.7,23.53,97,4,1011.29,14.65,500.4,1,69.33,322,0,45,-,45.1,41.18,1265.5,23.53,1.54,2.99,36.86,-3.91,-11.72,-9.38,-,0.03,6,41.28,41.2,-5.82,-35.22,22,1.15,-,27,2.67,2.93,34.11,8.19,7.55,8.28,0.05,0.85,7.06,160,7.33,7,17.25,18.5,-,2.93,34.11,8.28,0.05,46.13,29.65,16.49,-6.25,14.36,14.6,36
Wed Sep 28 06:40:07 GMT-03:00 2022,28-Sep-2022 06:40:11.364,-35.22065646090678,-5.81976666193146,1.9373314380645752,6.0,40.8552388735156,51.02679443359375,0.17,7.54,8.11,0.1,17.65,0.04,-0.07,0,0.02,26.27,13.73,14.7,23.53,97,4.07,1011.32,14.65,500.4,1,69.17,322,0,45,-,46.27,44.71,1422,23.53,1.59,3.35,36.86,-3.91,-4.69,-3.91,-,0.03,6,40.86,51.03,-5.82,-35.22,22,0.33,-,27,2.09,2.91,34.36,9.16,5.91,8.22,0.06,0.85,7.84,161,6.97,7,17.25,19.5,-,2.91,34.36,8.22,0.05,47.14,30.66,16.49,-7.84,14.36,14.6,38
Wed Sep 28 06:40:08 GMT-03:00 2022,28-Sep-2022 06:40:12.364,-35.22063830753917,-5.819751927150669,1.9224871397018433,6.0,40.53898204930815,75.7816162109375,0.83,4.97,8.26,-0.04,17.65,-0.06,0.01,-0.04,-0.08,26.27,13.73,14.7,23.53,97,4.17,1011.31,14.5,507.5,1,68.66,322,0,46,0.73,49.8,44.71,1576.5,23.53,1.67,4.05,36.86,-3.91,1.56,2.34,-,0.03,6,40.54,75.78,-5.82,-35.22,22,1.03,0.98,27,1.73,2.88,34.71,11.08,4.88,8.14,0.38,0.82,8.24,162,6.92,8,18.43,21,4.41,2.88,34.71,8.14,0.06,48.11,31.62,16.49,-7.32,14.34,14.7,41
Wed Sep 28 06:40:09 GMT-03:00 2022,28-Sep-2022 06:40:13.366,-35.220617661307514,-5.819744646057155,2.3053700923919678,6.0,40.16359677207961,92.06126403808594,-0.32,7.41,7.46,0.05,18.04,0,0,-0.01,-0.01,26.27,13.73,14.7,23.53,97,4.33,1011.3,14.5,507.5,1,67.96,322,0,46,2.81,49.8,40.78,1800,23.53,1.75,4.76,36.86,-3.91,1.56,2.34,-,0.03,6,40.16,92.06,-5.82,-35.22,23,4.08,3.77,27,1.68,2.85,35.07,13.02,4.75,8.05,0.16,0.76,8.24,163,8.3,11,20,21.5,14.93,2.85,35.07,8.05,0.06,49.12,32.63,16.49,-6.74,14.36,14.7,44
Wed Sep 28 06:40:10 GMT-03:00 2022,28-Sep-2022 06:40:14.367,-35.220593740371136,-5.81974651054484,3.3288211822509766,6.0,40.22881672909948,100.12223052978516,-0,6.89,6.48,-0.06,20.39,0.06,-0.12,0.05,0,28.24,14.51,14.7,23.53,97,4.58,1011.21,14.5,507.5,1,66.55,322,0,46,6.27,54.51,47.45,1996,23.53,1.86,5.6,36.47,-3.12,-2.34,0,-,0.03,6,40.23,100.12,-5.82,-35.22,23,6.7,8.41,27,1.96,2.83,35.33,15.33,5.55,7.99,0.1,0.79,10.2,164,11.98,15,21.18,21.5,29.99,2.83,35.33,7.99,0.06,50.12,33.63,16.49,-6.5,14.4,14.6,46
Wed Sep 28 06:40:11 GMT-03:00 2022,28-Sep-2022 06:40:15.368,-35.220551931172366,-5.819761354761176,4.884444236755371,6.0,40.56661040025075,106.95561218261719,0.09,5.43,7.52,-0.08,19.61,0.09,-0.06,0.04,0.05,24.31,12.55,14.7,23.53,97,4.89,1011.27,14.5,519,1,66.06,322,0,46,4.89,44.71,43.14,1811.5,23.53,1.94,4.15,36.47,-3.12,-1.56,0,-,0.03,6,40.57,106.96,-5.82,-35.22,22,0.42,6.56,27,3.61,2.85,35.11,11.36,10.21,8.05,0.1,0.79,9.41,166,17.58,18,21.18,21.5,25.8,2.85,35.11,8.05,0.07,51.13,34.65,16.49,-9.15,14.4,14.6,44
Wed Sep 28 06:40:12 GMT-03:00 2022,28-Sep-2022 06:40:16.366,-35.220506531101364,-5.819779945982518,5.333206653594971,6.0,40.14035544365546,106.61915588378906,0.16,6.78,7.37,-0.01,20,0.2,-0.12,0.1,0.13,26.67,13.73,14.7,23.53,97,4.89,1011.26,14.65,526,1,65.77,322,0,46,4.89,44.71,48.63,1748.5,23.53,2.04,4.86,36.08,-3.12,-1.56,0,-,0.04,6,40.14,106.62,-5.82,-35.22,22,0.42,6.56,27,3.7,2.87,34.87,13.3,10.46,8.1,0.09,0.79,10.2,167,19.2,18,18.82,21.5,25.8,2.87,34.87,8.1,0.07,52.14,35.65,16.49,-7.75,14.34,14.6,44
Wed Sep 28 06:40:13 GMT-03:00 2022,28-Sep-2022 06:40:17.367,-35.220453246491246,-5.819805090456844,6.099373817443848,6.0,40.41726219016777,109.22953033447266,0.26,4.08,9.79,0.06,17.25,-0.12,-0.2,-0.07,-0.15,23.53,12.16,14.7,23.53,97,5.24,1011.22,14.65,533,1,65.77,322,0,46,5.81,55.29,48.63,1748.5,23.53,2.04,4.86,36.08,-3.91,-3.91,-6.25,-,0.04,6,40.42,109.23,-5.82,-35.22,18,1.8,7.79,27,3.7,2.87,34.87,13.3,10.46,8.1,0.75,0.77,7.45,167,21.96,21,18.82,19.5,31.71,2.87,34.87,8.1,0.1,53.12,36.64,16.49,-7.75,14.34,14.6,44
Wed Sep 28 06:40:14 GMT-03:00 2022,28-Sep-2022 06:40:18.369,-35.220400254883494,-5.819824261516429,6.618586540222168,6.0,40.3600562345929,110.06039428710938,2.09,6.3,8.57,0.08,16.08,-0.05,-0.25,-0.13,-0.04,22.75,12.16,14.7,23.53,97,5.63,1011.19,14.65,533,1,66.22,322,0,47,3.63,43.14,41.18,1451.5,23.53,2.11,3.25,36.08,-3.91,-3.91,-3.12,-,0.04,6,40.36,110.06,-5.82,-35.22,16,1.04,4.87,27,6.47,2.95,33.92,8.88,18.28,8.33,0.15,0.77,6.27,168,23.83,23,16.86,21,23.88,2.95,33.92,8.33,0.1,54.09,37.6,16.49,-9.87,14.24,14.5,41
Wed Sep 28 06:40:15 GMT-03:00 2022,28-Sep-2022 06:40:19.368,-35.22034192463502,-5.819848226580336,6.766736030578613,6.0,40.47001674878319,109.96466064453125,0.75,5.99,10.41,0.2,16.08,-0.11,-0.02,-0.17,-0.05,22.75,11.76,14.7,23.53,97,6.02,1011.19,14.65,539.2,1,68.07,322,0,47,2.38,43.14,34.12,1396,23.53,2.16,3.18,36.08,-3.91,-6.25,-3.12,-,0.04,6,40.47,109.96,-5.82,-35.22,19,0.17,3.2,27,7.24,3.04,32.88,8.69,20.46,8.59,0.08,0.76,6.27,169,24.36,24,16.86,19.5,16.3,3.04,32.88,8.59,0.1,55.1,38.62,16.49,-9.02,14.36,14.6,41
Wed Sep 28 06:40:16 GMT-03:00 2022,28-Sep-2022 06:40:20.369,-35.2202821600676,-5.819872212410868,6.9208831787109375,6.0,40.634412435538515,110.08438110351562,-2.37,5.76,8.52,0.05,16.86,-0.18,-0.27,-0.08,-0.26,24.31,12.55,14.7,23.53,97,6.42,1011.11,14.65,539.2,1,70.99,322,0,47,2.44,50.59,40.78,1424.5,23.53,2.23,3.8,36.47,-3.91,-0.78,-1.56,-,0.04,6,40.63,110.08,-5.82,-35.22,21,0.64,3.27,27,6.31,3.11,32.15,10.41,17.82,8.79,0.82,0.76,7.06,170,24.92,25,18.04,18.5,16.34,3.11,32.15,8.79,0.1,56.11,39.62,16.49,-7.64,14.28,14.6,42
Wed Sep 28 06:40:17 GMT-03:00 2022,28-Sep-2022 06:40:21.366,-35.220220947009146,-5.819895837100959,7.093900680541992,6.0,40.62871234747083,110.28089904785156,-0.08,5.95,9.38,0.11,17.25,0.21,-0.09,-0.08,0.27,18.43,7.45,14.7,23.53,97,6.8,1011.2,14.65,539.2,1,72.61,322,0,47,2.44,36.86,42.75,1333,23.53,2.27,2.29,36.47,-3.91,-6.25,-7.03,-,0.04,6,40.63,110.28,-5.82,-35.22,20,0.08,3.27,27,10.91,3.27,30.55,6.27,30.82,9.25,0.79,0.75,7.45,171,25.54,25,14.51,-4.5,16.34,3.27,30.55,9.25,0.13,57.13,40.65,16.49,-10.51,14.26,14.6,39
