GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Air Fuel Ratio(Commanded)(:1),Alcohol Fuel Percentage(%),Android device Battery Level(%),Average trip speed(whilst moving only)(km/h),Average trip speed(whilst stopped or moving)(km/h),Barometer (on Android device)(mb),Barometric pressure (from vehicle)(psi),Catalyst Temperature (Bank 1 Sensor 1)(°C),Commanded Equivalence Ratio(lambda),CO₂ in g/km (Average)(g/km),CO₂ in g/km (Instantaneous)(g/km),Distance to empty (Estimated)(km),Distance travelled since codes cleared(km),Distance travelled with MIL/CEL lit(km),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine Load(Absolute)(%),Engine RPM(rpm),Ethanol Fuel %(%),Fuel cost (trip)(cost),Fuel flow rate/hour(l/hr),Fuel flow rate/minute(cc/min),Fuel Level (From Engine ECU)(%),Fuel Trim Bank 1 Long Term(%),Fuel Trim Bank 1 Short Term(%),Fuel trim Bank 1 Sensor 1(%),Fuel trim Bank 1 Sensor 2(%),Fuel used (trip)(l),GPS Accuracy(m),GPS Altitude(m),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Mass Air Flow Rate(g/s),Miles Per Gallon(Instant)(mpg),Miles Per Gallon(Long Term Average)(mpg),O2 Bank 1 Sensor 1 Voltage(V),O2 Bank 1 Sensor 2 Voltage(V),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Positive Kinetic Energy (PKE)(km/hr²),Relative Throttle Position(%),Run time since engine start(s),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Timing Advance(°),Torque(Nm),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(psi),Voltage (Control Module)(V),Voltage (OBD Adapter)(V),Volumetric Efficiency (Calculated)(%)
Fri Feb 17 06:36:13 GMT-03:00 2023,17-Feb-2023 06:36:16.967,-35.220739272456335,-5.820089095603981,1.0556038618087769,8.0,47.1600987741896,316.0130920410156,0.57,6.4,7.53,0.02,16.86,-0.05,0.08,0.1,-0.14,26.67,13.73,14.7,99.61,42,3.6,1.71,1006.66,14.5,537,1,-,-,644.62,7635,0,47,-,39.61,38.43,766.5,99.61,0.02,1.62,27.04,79.61,-0.78,1.56,1.56,-,0.02,8,47.16,316.01,-5.82,-35.22,20,1.67,-,31,2.47,12.46,8.03,4.44,6.96,35.19,0.85,0.93,0,0,100,1435.54,7.06,148,3.8,2,13.73,-7.5,-,2.13,47.02,6.01,0.01,615.39,26.8,14.63,12.17,-9.73,14.16,14.7,35
Fri Feb 17 06:36:14 GMT-03:00 2023,17-Feb-2023 06:36:17.966,-35.22074377985303,-5.8200877687274835,1.3953605890274048,8.0,46.325577873859764,319.6961669921875,1.01,6.45,8.72,0.12,16.86,0.07,0.08,0.06,0.05,26.67,13.73,14.7,99.61,42,3.64,1.82,1006.54,14.5,539.9,1,-,-,638.26,7635,0,48,0.64,43.92,38.43,1341.5,99.61,0.02,2.99,49.89,78.82,0,3.91,4.69,-,0.02,8,46.33,319.7,-5.82,-35.22,21,0.2,0.85,31,0.67,12.46,8.03,8.19,1.89,35.19,0.09,0.89,0,0,100,1668.98,7.06,150,5.02,4,17.65,19.5,4.54,2.05,48.89,5.78,0.01,615.39,27.78,15.61,12.17,-4.33,14.26,14.8,43
Fri Feb 17 06:36:15 GMT-03:00 2023,17-Feb-2023 06:36:18.967,-35.22075283808112,-5.820078988359629,1.4084479808807373,8.0,45.94926243151256,335.71820068359375,0.91,6.06,7,-0.04,17.65,0,0.1,0,0,25.1,13.33,14.7,99.61,42,3.92,2.04,1006.6,14.5,539.9,1,-,-,628.73,7635,0,48,1.68,45.1,38.82,1464,99.61,0.02,3.4,56.65,77.65,0,1.56,4.69,-,0.02,8,45.95,335.72,-5.82,-35.22,25,1.93,2.26,31,1.18,12.46,8.03,9.3,3.32,35.19,0.09,0.89,1.24,0,98.76,1960.43,7.45,151,5.07,7,17.25,21,10.98,2,50,5.65,0.01,615.4,28.79,16.62,12.17,-7.9,14.34,14.8,44
Fri Feb 17 06:36:16 GMT-03:00 2023,17-Feb-2023 06:36:19.970,-35.220759972896865,-5.820064080167701,1.581282138824463,8.0,46.13760640436888,358.3919677734375,0.38,7.24,7.86,0.1,18.43,0.09,0.05,0.09,0.06,29.02,14.12,14.7,99.61,42,3.92,2.04,1006.54,14.5,541.4,1,-,-,622.37,7635,0,48,1.68,45.1,46.27,1365.5,99.61,0.03,3.23,53.78,76.86,0,1.56,1.56,-,0.02,8,46.14,358.39,-5.82,-35.22,24,1.93,2.26,31,2.17,12.46,8.03,8.83,6.13,35.19,0.14,0.86,4.63,0,95.37,1960.43,8.63,152,5.69,7,17.25,21,10.98,2.01,49.79,5.67,0.01,615.4,29.82,17.65,12.17,-8.76,14.34,14.8,42
Fri Feb 17 06:36:17 GMT-03:00 2023,17-Feb-2023 06:36:20.967,-35.22075563420108,-5.82003825284097,1.9937944412231445,6.0,45.19104935762488,9.099250793457031,0.26,5.73,6.51,-0.1,17.65,-0.11,0.05,0.01,-0.14,23.14,11.76,14.7,99.61,42,4.38,2.38,1006.55,14.5,542.2,1,-,-,622.37,7635,0,48,2.34,50.2,46.27,1365.5,99.61,0.03,3.23,53.78,76.86,0,0,-1.56,-,0.02,6,45.19,9.1,-5.82,-35.22,27,4.31,3.14,31,2.17,12.46,8.03,8.83,6.13,35.19,0.48,0.85,7.55,0,92.45,2192.8,7.84,152,7.18,10,18.04,18.5,16.4,2.01,49.79,5.67,0.02,615.4,30.76,18.59,12.17,-8.76,14.28,14.4,42
Fri Feb 17 06:36:18 GMT-03:00 2023,17-Feb-2023 06:36:21.968,-35.22075045659174,-5.820005048996814,1.7064788341522217,6.0,44.36092461506946,15.265953063964844,-0,7.09,7.12,0.04,17.65,0.06,0.06,0.08,0.03,23.14,11.76,14.7,99.61,42,5,2.8,1006.53,14.5,542.2,1,-,-,619.19,7635,0,48,2.54,40.78,42.75,1460,99.61,0.03,2.91,48.55,76.47,0,-2.34,-1.56,-,0.02,6,44.36,15.27,-5.82,-35.22,26,6.86,3.41,31,3.43,12.46,8.03,7.97,9.7,35.19,0.48,0.85,10.62,0,89.38,2259.78,7.84,154,6.14,13,17.25,21.5,16.62,2.08,48.17,5.86,0.02,615.4,31.82,19.65,12.17,-8.94,14.26,14.4,41
Fri Feb 17 06:36:19 GMT-03:00 2023,17-Feb-2023 06:36:22.968,-35.220741684921386,-5.819968032694269,1.8835238218307495,6.0,43.743946692424785,16.82941246032715,0.51,5.72,6.78,-0.08,16.86,-0.09,0.08,0.01,-0.11,23.92,12.16,14.7,99.61,42,5,2.8,1006.51,14.5,542.4,1,-,-,619.18,7635,0,48,2.54,40.78,38.82,1515.5,99.61,0.03,4.22,70.35,76.47,0,-2.34,-3.91,-,0.02,6,43.74,16.83,-5.82,-35.22,24,6.86,3.41,31,3.08,12.46,8.03,11.55,8.7,35.19,0.31,0.86,13.31,0,86.69,2259.78,7.06,155,6.78,13,17.25,21.5,16.62,2.12,47.13,5.99,0.02,615.4,32.8,20.63,12.17,-6.97,14.26,14.7,44
Fri Feb 17 06:36:20 GMT-03:00 2023,17-Feb-2023 06:36:23.968,-35.220728255436285,-5.819933883520722,2.7558913230895996,6.0,43.174645065154394,19.333555221557617,0.28,5.95,8.31,0.06,16.08,0.23,-0.16,0.29,0.05,20,10.2,14.7,99.61,42,5.67,3.27,1006.48,14.5,542.1,1,-,-,619.18,7635,0,48,2.44,56.08,34.51,1515.5,99.61,0.03,4.22,70.35,76.47,0,-0.78,-1.56,-,0.02,6,43.17,19.33,-5.82,-35.22,25,8.22,3.27,31,3.08,12.46,8.03,11.55,8.7,35.19,0.77,0.87,15.84,0,84.16,2388.02,6.27,155,9.92,15,18.43,20,15.38,2.12,47.13,5.99,0.03,615.41,33.79,21.62,12.17,-6.97,14.26,14.8,44
Fri Feb 17 06:36:21 GMT-03:00 2023,17-Feb-2023 06:36:24.969,-35.2207150706098,-5.819896289414522,3.2373037338256836,6.0,42.67425146129218,19.599658966064453,0.6,5.61,8.38,0.04,16.08,0.02,0.09,0,0.04,20,10.2,14.7,99.61,42,6.19,3.67,1006.46,14.5,542.1,1,454.33,454.33,616,7635,0,48,2.44,36.47,34.51,1447.5,99.61,0.03,2.58,42.94,76.08,0,-4.69,-3.12,-,0.02,6,42.67,19.6,-5.82,-35.22,24,4.08,3.27,31,5.82,12.46,8.03,7.05,16.45,35.19,0.07,0.92,18.04,0,81.96,1973.99,6.27,157,11.65,14,17.65,21.5,15.38,2.28,43.81,6.45,0.03,615.42,34.69,22.52,12.17,-10.07,14.3,14.7,40
Fri Feb 17 06:36:22 GMT-03:00 2023,17-Feb-2023 06:36:25.969,-35.22070584670324,-5.8198582744410015,3.477527141571045,6.0,42.74229790313357,18.408540725708008,-1.07,6.82,6.65,-0.01,16.86,0,-0.13,-0.02,0.01,23.14,11.76,14.7,99.61,42,6.65,4.04,1006.47,14.5,542.1,1,504.04,553.75,615.99,7635,0,48,2.44,36.47,39.22,1326.5,99.61,0.03,2.93,48.85,76.08,0,-4.69,-3.12,-,0.02,6,42.74,18.41,-5.82,-35.22,24,1.48,3.27,31,4.78,12.46,8.03,8.02,13.49,35.19,0.07,0.92,20.51,0,79.49,1679.7,7.06,158,12.52,14,17.65,21.5,15.38,2.39,41.9,6.74,0.04,615.42,35.77,23.6,12.17,-9.23,14.3,14.7,39
